sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_isle_0,no_spp_isle_1,no_spp_isle_2,no_spp_isle_3,no_spp_isle_4,no_spp_isle_5,no_spp_isle_6,no_spp_isle_7,no_spp_isle_8,no_spp_isle_9,no_spp_isle_10,no_spp_isle_11,no_spp_isle_12,no_spp_isle_13,no_spp_isle_14,no_spp_isle_15,presence_absence_matrix_cols_isles_concatenated
44,45,16,10,4,6,3,9,4,3,3,5,5,3,10,10,10,10,10,11,12,15,15,17,16,19,24,28,24,29,paaapaaaaapaapaaaaaaaapaaapaapaapaaaapaaaapaaapaaapaaaaapapaaaaaaaapaaaapapaaapaaaapaaaapaapaaapaaaaapapaaaaaaaapaaaapapaaaapaapaaaaapaaapaapaaaaapapaaaaaaaapaaaapaapaaaapapaaaaaapapaaapaaaaapapaaaaaaaapaaaapapaaaapaapaaaapaaapaaapaaaaapapaaaaaaaapaaappaapapaaaaapaaapaaapaaapaaaappappaaaaaaapaaaapapaaaaaapapaaapaaapaaapppaappapapaaaaaapaaapaapaaaaapapapaapaaapaaapaapaapppaapaaaaapaaaapapaaaapaappaaappaapaaapapaapppppppaaaaapaaapaapaaaapaapaaaappaapaaapaaaappapapapaaaappaaapapaaaapaapaapappaappappappappappaaaaaaappaappapaaaaapaapaaapappppaapapaapppppppapaaapppaapppaaaapaaapaaapppppppapappappapppppappappapppapapaaapappaaappapppaappppappapppppappappaaapapaaaapaaapaapapappppppppppppppppppaappppaaapapaaaaaappaaappap
45,51,16,10,5,6,8,9,5,2,3,3,4,6,10,11,10,11,11,11,12,17,15,24,22,23,29,26,32,36,paaaapaaaaapaaaaaaapaaaaaaaapaaaapapaapaapaaapaaaaapaaaapaaaaapaaaaaaaapaaaaaaapaaaapappaapaapaaapaaaapaaaaapaaaaapaaaaaaaapaaaaaaapaaapaapaaappaaapaaaaapaaaaaappaaapaaaaaapaaaaaaaapaaaaappaaaapaapaaapaaapaaaaaaapaapaaaaaaappaaaaaaapaaaaappaaaapapaaaaapaapaaaaaaapaapaaaaaaaaaapaaaaapapaaapapapaapaaapaaaaapaaaaaappaaaapaaaaaaapaaaaaapaaaaapppaaappaaapaaaaapaaaaapappapapaaaaapapaaaaaappaaapappapaapaaappaaaapaaaappaapppapaaaaaaappaaaaaapaaaappaapaaapaapaaaaappaaappapaapppaaaaappapaaaaappppaapppapapaapppaaapappaaappppaapppaaaaapppppaaaappaaaappaaaapppaapaaaaapppaappppaapappaaaappppaaaaappppaappaaaapaapaaapaaappaaapppppappppaaaappppapaaappppapappappaapapaaapapppappppppaapapapaaappppaaaaapppppapapaaapaapapaapaappapapppppappppapaappppaapaapppppappppappapaapaapaappapapppppappppaappppppaappppppppppapapppapaapapapa
46,50,16,10,11,3,6,7,5,4,4,5,2,3,10,10,10,10,12,12,16,14,14,16,24,24,23,24,29,33,paaaaaaaaaapaapaaaaapaaaaaapaaaapaaapaaapaaaapapaaapaaaaaaaaapaapaaaaapaaaaaaapaaapaaapaaaapaaaappaapaaaaaaaaaapaapaaaaaapaaaaaapaaapaaaapaaaapaapaapaapaaaaaaaaapaaapaaaaaapaaaaaapaapaaapaaaapaaaapapapapaaaaaaaapaaapaaaapapaaaapaaaapaaapaaaaaapapapaapaapaaaaaaapaapaaaaapaaaaaappaaaapaaapaaapaaaapapaapaaaaaaaaappappaaaapaapaaaapaaapaaapaaapaaapppppapaaaaaaaaaapaapapaaappapaaappaaapaaaapaaaapaaappaapaaaaaaaaaappapaaaaapapaaaapppaapaaapaaapaaaapapaapaaapaaaaaappapppaaapaaaaaapppaapaaaapaaapaaaappaappappaaaaaappapppaaapappaaappppapaaapppaapapaapaappppappaaaaappappppaappaaaaapppappaaappaaapaaapappappappapaaaapppppaaaapapppaapppaapaaapaaapapaaapapappppapaaaaappappppaapappaaapppaapaaappaapaaapappaappaapappppappapppppppappaaappppppaaappaapaaaaappaapppppppaaapppapppppapappapppppaapappppappaaaapppaa
47,51,16,10,7,4,5,4,7,3,5,5,5,6,10,10,10,10,10,11,15,12,13,21,20,23,26,26,29,32,paaaaaapaaapaaaapaaapaaaaaapaapaaaapaaaapaaaapaaaaapaaaaaapaaaapaaapaaapaaaaaaapaapaaapaaaapaaaapaaaaaapaaaaapaaaaapaapaaapaaaaaaapaapaaaapaaaapaaaapaaaaaapaaaapaaaapaaapaaapaaaaaapaaapaaaaapaaaapaaapaaaapaaaaaaapaaaapaaapaapaaaaaapaaaapaapaaaaaapaaaapaaapaapaaaapaaaaapaapaapaaaaaaapaapaaapaaaaapaaaaaapaapaaapaaapaappppaappapaaaaaapaaaaapaaaapaaapaaapaaaaaaaapaappaaappaaapaapaaaaaapaapaaaapaaaaaapaapaaaaapaaapaappaaapaaappaapaaaaaapaaapaaaaaapapaaaaapaaaappapaaappaapppaapppappaaaaaapaapaaapapaaaapaapaappapaaappappaappppappaappaaaaappaaaaapaaaapaapaaapaaappaappaappaapppaapppapppaaaapapppaaaapaaapappaaaaapappappapppaappppppppappppaaaapapaaaapaaaappapapaaaaappappaapppappppapppappppppapaaapaaapaaaapaaapaaapaapppppppppapppppppppappppaappaaapapapaaaapaaaaapaaaapppppapppppppppppppppppppaaaappaapapaaaappaaappaaaa
48,60,16,10,9,5,7,10,8,3,2,6,7,3,11,11,10,11,11,13,14,13,18,21,18,25,34,28,37,38,ppaaaaaaapaaaapaaaaaapaaaaaaaaapaaaaaaapaapapaaaaapaaaaaapaapaaaaaaaaapaaapaaaaaaapaaaaaaaaapaaaaaaapapapaaaaappaaaaapaapaaaaaaaaaapaaapaaaaaapaaaaaaaaaapaaaaapaaapapaaaapaaaaaapaapaaaaaaaaapaaapaaaaaaapaaaaaaaaappaaaaapaaapaapaaaaapaaaapaapaaaaaaaappaaaapaaaaaapaaaaaaaaapaaaaaapaapaaaapaapaaaaaaapaapaaaaaaaaapaappaaaaaapaaaaaaaapaapaaaapappapaaaaaaapaaaaapapapaaaaaaapapappaaaaaappaaaaaaaapaaaaaapaaappaaaaapaaaaaaapaapapaaaaapapaaappaaaaapaaaaaaaapaaaaaaapaapaaapaaapaaaaaaapappaapaaaappaaappaaaaappappaaaaaaappaaaapaaapaaaapapaaaaaaapappaaaaaaaapppppppaaaappaaaaaaaappppaaaaapaapaaaapapapaaaaaapppaaaaaaappppappaaaaappapaaaaaaaapaaaaapaaapppaaaapaaaaaapaappaaaaaaappppppppaaaappaaappaaappppppaapaaappaaaaapaaaaaaapappppapaaapppppppppaaappaaaapaaapppppppppaapppaapaaapppaaaapappaaaapaappppppppppaapppaaapaaappppaaappaaappaaaaaaapaaaaapppppapappapppppppppaaapppaaapppappppppppaappppaaaaaaapapaappappppaappppppppppppapppppaaapaappppppapppapappaaaapaaaaappapa
49,44,16,10,3,4,8,3,4,6,6,3,4,3,10,10,12,11,13,11,11,14,13,15,17,19,22,25,26,28,paapaaapaaaaaaapaapaaapaaaaapaaaaapaapaaapaaapaapaapaaaaaaaapapaaaapaaaaapaaaapaapaaapaapaapaaapaaaaaaaapaapaaaappaaaapaaapaappaapaapaapaaapaaaaaaapaapaaaaaapaaaaappapaaaapapaappapaaapaaaaaaaapappaaaapaaaapaaaappaaaappaapaapaaapaaaaaaapaapaaaaaapaaaaapaapaaaapappaapappaapaaaaaaaaappaaaaaapaaaaaapapaapaaapaapapppaapaaaaaaappappaaapaaaapaaaaaaappaaapaaapppaaapaaaaaaappppaaaaaaapapaaaaapaaaaappaappappaapppaaaaapappaaaaaapaaaapaaapaapaaapaapppppaappaaaaaappppapapaaaaaaaapaapaaapaapaappappaappapaaaappppapapaaaappaaaaapaapaaapapppppppappapaaaappppppaaaapaapaaaapppaapaapaappppppapppappaapppppaaappapapaaaaapaappappaapppppaapppppppapppppppaapaaapaaaaapaapppapaapppppppppppapppppppppaapaaaapaaaapppapaaappa
50,46,16,10,4,3,9,6,8,1,5,2,3,5,10,10,10,10,12,10,11,13,15,16,18,24,21,26,30,35,paaapaapaaaaaaaapaaaaapaaaaaaappaaaapapaapaaaaapaapaapaaaaaaaapaaaaapaaaaaaappaaaapaapaapaaaapaapaapaaaaaaaapaaaaapaaaaaaapapaaapaapapaaaaapaapaapaaaaaaaaapaaaaapaaaaaappaaaapaaapaapaaappapaappaaaaaaapaaaaapaaaaaaapaapaapaaappaaaaapaapaapaaaaaaaapaaaaapaaaaaaappaaaaappaaaapaaapaapaapaaaaaaaapaaaaapaaaaaaappaaaappaappaaaaapaapaaaappaaaaapaaaaapappaaaappaaaapaaappaaaappaapaapaappaaaapappaapaaaaaaappaaaaappaaaapaappaapaappapapaaappaaaapaaaaaaapaaapapaapapaapappaappappppaapaapaaaaapapapaaappaaaapaapapaaaappaappapaappaaaapppppapppppppappaaaapaaapapaaappapppapapppaaaapaapaapppapapappaaaapaaapaapaappapppppapppapaapaappapppapapapaaaapppapppaaaapppappppppppapppppappapppppaaapppaaappapaaapaapppappppppppaappppappppppppappppaaaapppappappp
51,52,16,10,5,6,3,10,6,5,7,3,2,5,10,10,10,10,10,11,13,17,17,15,18,24,28,28,30,35,paaaapaaaaapaapaaaaaaaaapaaaaapaaaapaaaaaapaapapaaaapaaaaapaaaaapapaaaaaaaaaapaaaapaaaaapaaaaapaapaapaaapaaaapaaaaaapaapaaaaaaaapaaaaapaaaapaaaaaapaapaapaaapaaaapaaaaaapaaapaaaaaaapaaaaapaaaaaapaaaaapaapaapaapaaaapaaaaaapaaaapaaaaaaapaaaapaaaaaaapaaapaaapaaapapaaaaappaaaapapaaaaaaaaaapaaaapaaaaaapaaaapaapaapaaapaaaapppaaaapaapaapaaaaapaaaaapaaaaaaaapaaapaapaapaappaaaappaaaapapapaapaaaapppaaapaaaapaaaaaapapapaapaappaaaapppaaapapapapaaaaappaaaappaaaaaaaapapaapaapaaapaaaaappaaaapappaapapaaappaaaaaapaaaaaapaapaapaaapaapapaapppaaaapapppapaaaaapppaaaapaaapaaaaaapaaapaapaapaapapppppappappaapappaappapaaapaaaaaaaaapappppaapaapppaapppappppapppppapppapppapapaaaaaaaaapapaaappapaapppaapppaapppapppppapapppppaapaaapapaaaaaapaapappapappppapppaaappppppppapaaapppaaapaappaaapapaapapppapappppppppppppppppppppapapapppapapapaapapaapapaapppapaa
52,61,16,10,7,9,8,10,7,4,6,4,3,3,10,11,12,10,12,12,14,14,16,22,24,26,30,41,44,46,paaaaaapaaaaaaaapaaaaaaapaaaaaaaaapaaaaaapaaapaaaaapaaapaapaappaaaaaapaaaaaaaapaaaaaaapaaaaaaaapaaaaaapaaapaaaaapaaapaapaaaapaaaaaapaaaaaaappaaaaaaapaaaaaaaapaaaaapaaaapaaaaapaaapappaaapaaaaaapaaaaaaapaaaaaaaapaaaaaaapaaaaaapaaaapaaaapaaaaappaapaaaaaaaaapaaaaaapapaaaaaapaaaaaaapaaaaaaapaaaappaapaaaapapaapapaaaaaapaaaaaaapaaaaaapaaaaaaaaapaaaaaapaaaaaaapppaaapaapaapapaaaaapaapaaaaapaapaaaaaapaaaaaapapaaaapaaaaaaapaapaaaapaappapaaaaaapaaaaaaaaappaaaapppaaaaaapaaaaaapaaapaaaaapaaaapapaapapaaaaapaappaaaapaaaaaappapaaaaaapaapaaapaaaaapaaapaaaapapaapapppaaaaaapapaaapaapaaaappppaaaaappppaaapapaapaaaaaapapaapaapapppaaappapaaaaapaapppappppapaaaapappaaapaaaapaaaapaaapaapaapapppaaapppppapaapaapaaappppaaaaaapppppaaapaaapaaaapaaapaapaapappppapppppaaaaapapppappppppapaaappppaaaapaaaapaaaaaapaappaapppppapappapappppppppppapppppaapaappppppappapappaaappaapaapappppppaapppppppppppapppppppppppappapppppaapappappaaapaaappppaapappppppppppppapppppppppppppppppappppppppaapapppaaapaaapappaa
53,55,16,10,3,13,6,8,6,2,3,3,5,6,10,10,10,12,11,12,14,12,17,14,21,20,23,32,33,35,paapaaaaaaaaaaaapaaaaapaaaaaaapaaaaapapaapaapaaaapaaaaapaaapaaaaaaaaaaapaaaaaapaaaaaapaaaaapapaaapaapaaaapaaaapaapaaaaaaaaaaaaapaaaaapaaaaaapaaaaapapaaapapaaaaapaaaapaaaapaaaaaaaaaaapaaaaapaaaaaapaaaaaapppaapapapaaaapaaapaaaapaaaaaaaaaaapaaaaappaaaaaapaaaaappaaapapaaaaaaapaappaapaaaaaaaaaaapaaaaaapaaaaaapapaaapapaaapapaaaaapaaaapaappaaaaaaaaaaapppaaappaaaaaapaaaaapaaapapapaaaapaaaaappaappaaaaaaaaaaapaaaapaaaaaaapaaaaapapaaapaapaaapaaaaappappaaaaaaaaaaappapaappapaaaapaaaaapaaapapppaaaaapaaaapaaapapaaaaaaaaappaaaapppaaaaapaaaaapapaaapapaaaapaaaaapaappppaaaaaaaaappappapppaaaaapaaaaapappaapapaaaapaaapppappppappaaaaaaappaaaappppaaaappaaaapapaaapapaaaapaaaaapappppaapaaaaaaapppppppppaaaaapppaaapapaaapapaaaaapaaaappappppapppppaaapppppapppppaaapppaaapaapaapaaaappppaapappappppapapaapppppppppppppapppppapaapapaaapapaaaappaaaapppppppapapapaaappppppppppaapapppapppapaaapappaapppaaap
54,55,16,10,6,7,4,9,11,3,3,5,3,4,10,10,10,11,11,11,12,16,17,20,24,31,27,29,34,41,paaaaapaaaaaapaaapaaaaaaaapaaaaaaaaaapaapaapaaaapaapaaapaaaaaapaaaaaapaapaaaaaaaapaaaaaaaaaaapapaaapaaapaaapaapaaaaaaapaaaaapaaapaaaaaaaapaaaaaaaaapaaapaaapaapaaapaaapaaaaapaaaaaapaapaaaaaaaaapaaaaaaaaapaaapapapaaapaapaapaaaaapaaaaaaapaapaaaaaaaaappaaaaaaaapaaapaaapaapaaapaapaaaaaaaapaaaapaaapaaaaaaaapapaaaaaaapaapaaaaapaapaapaapaaaaaaapaaaaappapaaaaaaaaapaaaaaaaaapapapapaaaaapaaapapapaaaapappaaapaappaaaaaaaapaapaaaaaapaapaaaaaapppaaapappapaappaapaaappapppaaaaaaapaaaaaaaaaapaapaaapaapaapaaappapaappaapaapppappapaaaaaapapaaaaaaapaapaapaaaapaaappappppaapppapaappaapppapaaaappaapppaaaapaapaaaapaapaaapaappppaapppappappppppaappaaappaapapppaappappaaapaaappaapappapaappapppaappppppaaaaaappappapappapaaapppaaaaaapapaappappappppppapppapppapaaaappaapapapappaaapaappaaaapapaapppppappppppppppppppapaaaappappapaaappaappapapaapaappaappppapppppppppppppppapappppppppapapppppapaapapaappaapap
55,56,16,10,6,5,8,8,10,3,4,3,3,6,10,10,11,13,13,12,12,17,18,25,27,29,35,32,41,43,paaaaapaaaapaaaaaaapaaaaaaapaaaaaaaaapaapaaapaapaapaaaaapaaaaaapaaaapaaaaaaapaaaaaaapaaaaaaaapaapaaapaapaaapaaaaapaaaaaapaaaapaaaaaaapaaaaaaapaaaaaaappaapaapaapaaaapaaapapaaaaapaaapapaaaaapaaaaaaaappaaaaaapaaapaaapaapaaaapaappaaaaaapaaaaapaaaaapaaaaaaaaapppaaaapaaapaaaappaaaaaapapapaaaaapaaaaaapaaaappaaaaaaapaaaaaaapaapaaapaapaapaaaaaaappaaaapaaaaaapaaaappaaaaaapaaaaaaaapaapaaapaapaapaaaaapppaaaaapaapapaaaaapppaaaaaaappaaaaaaaapapaaapapaaaaappapapaaaappaaaaapaaaaapppaaaappppaapaaapaaapaaapapaapaaaaappaapaapppapaappaaapppapaaapppaaappaapapppaapaapaaaaapaappaapapppapapppppaapppaapaappppappaaapaapaaapaapaapaaaaapppppapppapppappaaaappappaappppappapapaapaaaapapaapaaaaapppppppppaappppppaappppppaappppappaaappapappapapaaaaaapapppppapppaappppppaappppappapappapppaapaapaaapaapaapaapaapppppppppapppppppaapppapppppppppppppapapppaapappaaaaappapppppppppappppppppppppppppappppappppppaappaappapappaaaap
56,48,16,10,9,5,5,6,6,2,4,1,5,5,10,10,11,11,12,11,13,17,17,19,21,26,27,34,36,36,paaaaaaaapaaaapaaaapaaaaapaaaaapapaaappaaaapaaaaapaaaaaaapaaaaapaaaapaaaapaaaaaappaaappaaaapaaaaapaaaaaaapaaaaapaaaaapaaaapaaaaappaaapppaaaapaaaapaaaaaaaappaaaapaaaapaaaapaaaapaapaapapaaaapaaapaaaaaaaapaapaaapaaaapaaaappaaaapaapappaaaaaapaaaapaaaaaapaaaaaapaaaapaaappaaaapaaapapaapaaaaapaapapaaaaapaapapaaaaappaaaaapaaapapaaapaaapaaapaappaappaaapaapapaaaaaapaaapppaaappapaapapaaaaaapappppaaaaappaaapppaaaapaaaappaaapapaaappaaaaaapaaappaapaaappaaapppaaappaaappppaaapaaappaaaapaaaapapppapaaappaappppaapappaapppaaaapapaapaaapaaaaapppppaaaaappppppppaapppppapppapaapaapappaaaaapaaapppapaaaappppapppaapappapppppaapppapappaaapaaaapppppaaaaappppppppaappppppppppappppappppaaapapppappppapppppppppppppappppppppppaapapappppaaapaappapppppaappppppppppapppppppppppappppaapppaaaapapap
57,48,16,10,3,9,7,3,8,6,3,5,2,2,10,10,10,10,11,10,13,13,14,16,20,21,26,25,30,33,paapaaaaaaaapaaaaaapaapaaaaaaapaaaaapaapaaaapapapaaapaaaaaaapaaaaaapaaapaaaaaaapaaaaapapaaaapapapaaapaaaaaaapaaaaaapaaaapaaaaapaaaaaapapaaaapapaapaapaaaaaaapaaaaaapaapaaaaaaaapaaaaapapaaaapapapaaappaaaaaapaaaaaapaapaaaaaaapaaaaaapapaaaapapapaaapaaaaaaapaaaaaapaaaaapaaaaapaaaaapapaaaapapapaaappaaaaaapaaaaaapaapaapaaaaaapaaaapappaaaappapaaapapaaaaappaaaaapaapaaaaaaapapaaaapaaapaapaappaapppaaaaaapaaaaaapaapaaapaaapaapaaapapaaaapapapaapppapaaaapaaaaaapaappappaaaapaaaaapapaaaapapappaappappaaapppaaaapaapaappaaaappaaaapaapapapapapaaappaaaaaapapppaappapppppaaaaapapaapapaaaapappppppppppapaappaaapapappappppaapapaaaapapaaaapapppappppppapaappaapappppppappapapaaaaaapapaaaapapapapppppaappapppapapppppppppapaappaaaappppaaapaapppppppppapappppaappppppppppaapppaaapapaappappapa
58,62,16,10,8,12,10,5,6,4,5,5,3,4,10,10,10,10,11,11,12,16,21,17,23,28,30,32,38,44,paaaaaaapaaaaaaaaaaapaaaaaaaaapaaaapaaaaapaaapaaaapaaaapaapaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaapaaapaaaaapaaaapaaaapaaaapapaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaapaaaaaapaapaaaaaapaaapaapaaaapaaaaaapaaaaaaaaaapaaaaaaaaapaaaapaaaaaapaaapaaaapaaapaaapaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaapaappaaaaaapaaapaaapaaapaaaapapaapaaaaapaaaaaaaaaaapaaaaaaaapaaaapaaaaaaaapapaaaapaaapaaaapaapaapaaaapaaaaaaaaaaapaaaaaaaapaaaapaaaaapaaaaaapaaaapaapaapappppaaaaaapaaaaaaaaaaapapaaaaaapapaapaaaaapaaapaaapapaaapappaaapppaaaaaapapaaaaaaaaapapppaaaapppaapaaaaappappaaaaapaaapaaappappaaaaaappaapaaaaaaappaapaaaaapppaapaaaaapaaaapaaaaaapaapaapaapppappaaapaappaaaaaaappppaaaaappppapaaaaapaaappaaaapaaaapapaaappaappaapppapappaaaappppaapaaappppappaaaapaaappaaaapaaapaaappapppappaaapaapapappaapppppapaaappppapppaaapaapapaaaapaaappaapaapppappaappappappaaaapppppappaappppppappaapaaaaaaapapaapapaaapapppapppppppppppappaapppppppapappppappaappaapapaaaaapaaapaapapapppapppapppppppaappppppppppppppppppppappppaaappaaaapaaappapapa
59,48,16,10,5,6,8,9,7,1,4,3,3,2,10,11,11,11,10,10,15,14,17,17,21,22,26,27,29,36,paaaapaaaaapaaaaaaapaaaaaaaapaaaaaappaaapaapaapappaaapaaaaaapaaaaaaapaaaaaaapaaaaaappaaapaapaapapaaaaapaaaapaaaaaaapapaaaaaapaaaaaapapaapaaapapaapaaapapaaapaaaaaaaaaapaaaaaapaaaaappaaapaaapapapaaaapaaaaaapaaaaaaaaapaaaaapaaaaaappaaapaapaapapaaaaaapaaapaaaaaaaaaaapaaaapaaaaaappaaaapaapapapaaaapappaaaapaaaaapaaaapaaapppaaaappaaaapaapaappaaaapapaaapppaaaaapaaapaaaapaaaaaappaaapaaapapapaaaapaaaaapappaaaapapppapaappaaaaappaaaapapaapapapaapapaaapapaaaaapaapaappapaapaaappaaapaaapapapaaaappppaapaaapaaaapppppapappaapaappaaapaaapapapaaaapppaaappppaaaappappappappapaaappaaaaappaapappapapppaaappppaaaappappapppppaaapappapapaaapapapppaappppaappppapaappppppapappapaaappaaapaaaappappppapppapappppaapapappppppappapaaappaaapaappapapppapppppapppppppapppppppppapppaaappppappaaapppa
60,41,16,10,3,3,4,9,6,3,4,4,3,2,10,10,11,11,11,11,12,12,13,14,19,22,27,25,27,30,paapaapaaapaaaaaaaapaaaaapaapaaapaaapaapapaapaaapaapaaaaaaaapaaaaapaapaaapaaapaapapaapaaapaapaaaaaaaapaaaaaapappaaapaapaaappaapaaapaaapaaaaaaappaaaaapapaaaapaapaapaapapaaapaapaaaaaaaappaaaaapapaaaapaapaapapaapaaapaapaaaaaaaaappaaapaaaapapaaaapapapaapaaappapapaaaaaaaapaaapaaapaaaapapaapapaapaaapaapaaaaaaaapappaapaaaapapaaapaapapaapaaappppaaaaaaaappaaaapaapaaapaaapaapappapaaapaapaappaaaapapaaapaaapaaaapapaapapaappappppppapaaaaapppaaapaaaapaaapapappappapaapppapppppppaapppaaapaappaapaaapaapappppaappppppappppaapppppappaapapaapppaapappapaapppppppppapaapppapppaappaappaapaapappappapppppppppppaapppppaapppapapaaapaapappppppppppppppppppppppapappappaaaapapaapa
61,39,16,10,6,5,4,5,6,3,3,1,2,4,10,10,10,12,10,11,12,10,15,18,18,22,24,25,22,32,paaaaapaaaapaaapaaaapaaaaapaapaappapaaaapaaaapaaaaapaaapaaaapaaaaapapaappaapaaapaaaaapaaapaaapaaaapaaaaapaaapappaaapapaaaaappaaapaaappaaaaapaaapaapaappapaaapaaaaaaapaapaaapaaaaaapaaapaapaappaapaapaaaaapaaaapaaapaaaaaapaaapaapapppaaapapaaaaapaaaapaaappaaaaapaaaapapaappappaapaaaaaapaaapaaapaaaaaapaaapaapaappaaaapppaaaappaaappaapaaaapapaaaaappaappapapappaaaappppappaappaaaappaaapaapaappapapappaaaappppapaaapppaapppaaapaapaappapaaappaaaapppppppaapppaappppaapappaapapaapappaaaapppppppppppppapppaaapaapaappappaapppaaappppppppapppaappppaapaapaappapppappaaaappppppppapppaapppapapaapaappapaaappapppppppppppppppapppppappapppapppappa
62,48,16,10,7,7,6,4,6,2,6,4,3,3,10,10,10,10,12,14,14,15,18,15,19,25,26,35,33,34,paaaaaapaaaaaapaaaaapaaapaaaaapapaaaaapaaapaapaapaaaaaaapaaaaapaaaaapaaaapaaaapaapaaaapaaaapaapaapaaaaaaapaaaaapaaaapaaapaaaaapapaaaaapaaapaaapapaaaaaaaaapaaaaapaaapaaapaaaaapapaaaaaapaapaaapaapaaaaaaaapaaaaapaaappaaaapaaapapapaaaapaapaaapapapaaaapaaapaaappaaaaapappaaaapaaapaaaapaapaaaapaaapaaaapaaapaaapaaappapaaapaapaapapaaaapapaaapapaaaaaappappaaaappaapapapaaaaapapaaaaapaaapaaaapppaaaaaapappaapppaaappaapapapaappaaaaapaaaapapaapaaaaaaapppaaaaapaaapapapppaaapaaaaapapaaaaapapappaaaaaapapapapapapapapappaapapaaaapaapapapaaapapppaaaappppaaapppapapppapppapaappapapapaaapaaapappappaappppaaapappaapapapppppapapaapaappaappapaappppppapppppppppppappppppppppapapapaaapapapaappapppppaappppppapppppppppppppapppapaaaaappaaappapapppapapppppppppppppapppapppppapapaapapppappaaapa
63,58,16,10,10,3,8,4,12,5,4,4,5,3,10,10,11,12,12,11,11,15,20,21,27,25,30,31,36,45,paaaaaaaaapaapaaaaaaapaaapaaaaaaaaaaapaaaapaaapaaapaaaapaaapaaaaaaaapaapaaaaaaapaaapaaaaaaaaaaaapaaapaaapaaaapaaapaaaapaaaaaaappaapaaaaaapaaaapaaaaaaaaaapaaaaapaapaaaaapaapaapapaaaaaaapaaaapaaaaapaaapapaaaaaaaaaaapaaapaaapaapaaaapaaaapaaaaaaappaaapaaaaapaaapaaaaaaaaaaaaaapaaapaaapapapaaapaaappaaaaaapaapaaaaaaapaaaapaaaaaaaaaapaaaapaaaaaappaaaaaapaaaapaaaaapaaaaapaaaappaaaaapaaaaaaaaaapaaaaappaaaaapaapaapappapaaaapaapaaaaaaapaaapaaapaaaaaaaapaaapaaaapaaaapaappapapapapaaappppapappaapapaaappaaaaaaaaapaaapaaaapaapaaaaapaaaappapaaapapppaaapaapppapappapaaaaaaapaaapaaaaapapaapapaapppappaaaapappappapaapppappppaappaaaapaaaaapapaaapppaaapaapapppppaaapapppapappapapapppaaaaaaaaapapaaapaaaaappaaaapappapppppaaapppppppppaapppappppappaaaaaaaapapaaapaapaaaappaapapaapppaapppppppppappppapppppapapaaaaapaapapaapaaapaaapaappppppppaapppppppppapppppppppppppaaaappaaapaaapaaaaapaapaapappppppppppppppppppapppappppppppappppapappapapppppaaaappa
64,58,16,10,7,6,5,7,4,4,6,6,5,8,10,10,10,10,11,11,12,14,16,16,19,20,26,31,32,37,paaaaaapaaaaapaaaapaaaaaapaaapaaapaaaaapaaaaapaaaapaaaaaaaapaaaaaapaaaaapaaapaaaaaaapaapaaaapaaaaapaaaaapaaaapaaaaaaaapaaaaapaaaaapaaapaaaaaaapaaapaapaaaaaaapaaaaapaaaapaaaaapaaaaaaapaaaapaaaapaaaaaaapaapaaaapaaaapaaaaaaaapapaaaaaaaaaapaaaapaaaappaaapaaaaaaaapaaapaapaaaaapaaaaaaaapaaapaaaaaapaaaaapaaaaapaaaapaaaaaapaappaaapaaaaapaaaaaaaapaapaaaaaaapaaaaapaaaaappaapaaaaaapaaaapaaapaaaaapaaaapaaapapaaaaaaappaaaaaapaaappaaapapaaaaappapaaapaaaaaaaapaaaaaapaapaaaaaappaaaaapaaaaappaapaapaaappappaaaappaaaapaaaaaaaapaaaapaaaappaaaappaaaaappaappaaaaaapaapaaaapaaaaapaaaappaapaapaaaaapapapaappapaapppaappaaaaappaapaaaapaaaappaaaaaaaapaaaaapaaapppaaaapapaappaaappppaaappaapaaaaaappappaaaaaaaapaapaaaaapppppaappappappppappppaaappaapaaaapaaappaaaaaaaaapaapaaapapppppaaappppappppappppppapppappappaaaaaapaappaaaapaaaaaapapppppaapppppapppppppppapapppppaaapaaaaaapaaaaapaapaapaaapppppppppppppppppppppppppapppppppaaapaaapppaaaaapaapaapaaaaa
