K,sample_ID,S,H,no_spp_niche_0,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
1,44,75,16,75,3,5,4,10,11,22,21,30,34,42,48,55,58,62,62,70,pppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapaapappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppaapaaapapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappapaaappppppppppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappapppppppaappppaappaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapppppppapppppapppaapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppapppaapppapappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppaapppappppppapaaappappppppppppaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppapppapppapappaaapppappppaapppppppppppaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppaaappppppppapappapppapappppppaaaaaaaaaaaappppppppppppppppppppppppppppppppppapappppppppapappapppapppappaappppaaaaaaaappppppppppppppppppppppppppppppppppaaapppppppppppppppppppapappppppaappaaaaaappppppppppppppppppppppppppppppppppapapppppppppppppapppppapappapppapaappaaaappppppppppppppppppppppppppppppppppapappppppppapppppppppppppppppppppaapppppp
1,45,74,16,74,2,4,4,9,11,20,21,23,30,35,38,44,50,59,62,69,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaapappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppapppppappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppaaaaapppapaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapapapppppppaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppaapppppppppppappapapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapapapppppppppapppaapaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapppapppppppapppappppappapapapapppppppaaaaaaaaaaaaaaaaaaaaapppppppppppppppapppppppppppppppppppppppppapapppppaapapppaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppppappppappppapppppppppppppppaaaaaaaaaaaapppppppppppppppppppppppppppppppppppppppppppppppppapppappaaappappppppaaaaaapppppppppppppppppppppppppppppppppppppppppppapppppppppppppaaapppppppapppppp
1,46,53,16,53,2,4,6,7,9,13,13,19,20,26,28,33,31,40,41,49,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappappapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappaaapapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappaappappapaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapppappappaapappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppappappappppaaapaaappppaaaaaaaaaaaaaaaaaaaaaaaapppppppapppppappppppapaaapppppppaaaaaaaaaaaaaaaaaaaaapppppppapppppappppppppapapappappppaaaaaaaaaaaaaaaaaaappppppppppppppppappppaapapppppppapppppaaaaaaaaaaaaaaapppppppppppppapppppppaapppappappapaapappaaaaaaaaaaaaappppppppppppppppppppppppppppppppappaaappppppaaaaaaaaappppppppppppppppppppppppppppppppappaappppaaapppaaaaaapppppppppppppppppppppppppppppppppppapppppppaaappppppp
1,47,55,16,55,2,3,3,6,11,13,14,20,21,26,26,31,36,42,44,51,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappapppaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapppppaapaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppappppaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppaapapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppappppppapaappppppaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppaapppppapaappppaapppaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppappaaappppaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppappppppapppaapppppaaaaaaaaaaaaaaappppppppppppppppppppppppppppppappppppppappppaaaaaaaaaaappppppppppppppppppppppapppppppppppppappapppppppaaaaaaaappppppppppppppppppppppppppppppappppppppapppppaapppppppp
1,48,66,16,66,2,3,8,9,10,20,22,27,24,33,34,39,48,46,52,59,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppppaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapapaaappapaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapppppppppppppapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappappppppppapppppapappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapppppppppppppaapappppppaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppappappppppppapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppappappppppppppapaapappppaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppappppppppapappppaaapppppppaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppappppppppppapppppaapaapapapppppppppppaaaaaaaaaapppppppppppppppppppapppppppppppppappaapapaapppapppaappaappaaaaaaaapppppppppppppppppppappppppppappppppppppappapppaappapppaapppppaaaaapppppppppppppppppppappppppppppppppppppppppapppaappapppppppaapppppp
1,49,63,16,63,2,2,7,10,8,15,18,20,20,27,38,37,44,44,52,60,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapaappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaappappapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppappppappappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppaappppppppapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppapppppppppapapapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppapppppppppapapapaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppapppapappppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppapappppppppppppppppppaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppapapapppppppppappaaapppppaaaaaaaaaaaaaaaaaaapppppppppppppppppppppapppppppppppppaaapppapppppppaaaaaaaaaaaaaapppppppppppppppppppppapappppppppapppappppappaaaapppppaaaaaaaaaapppppppppppppppppppppapppppppppppppppapppapppappppapapppppaaaaapppppppppppppppppppppapppppppppppppppppppppppppppppaapppppppppp
1,50,58,16,58,2,4,4,8,11,15,16,20,25,26,30,29,37,45,42,54,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapppapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppppaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppappaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppapapppaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppappaappappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppappaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppapppppapaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppaappappaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppapppppapapapapaapppaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppaappappappappppppaaaaaaaaaaaaaaaapppppppppppppppppppppppppppapppppppppapppappppppaaaaaaaaaapppppppppppppppppppppppppppapapppppapppapaaappaapppaaaaaaapppppppppppppppppppppppppppppppppppppppppapapapapppppppppp
1,51,60,16,60,4,5,7,12,12,16,20,26,32,35,36,43,45,50,53,53,ppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaapaaaaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapappaaaaappaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapaapapapppappppappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapppaappapppppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppapppapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppappppppppapppppppppppppaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppaappappppaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppaappppaaapppaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppapppppaaapppppppppaaaaaaaaaaaaapppppppppppppppppppppppppppppapppppapappppapapappppaaaaaaaaapppppppppppppppppppppppppppppapppppapppppappapappappppppaaaapppppppppppppppppppppppppppppappppppppppppppappaapppapappppapppppppppppppppppppppppppppppappppppppppppppappappaaapppppap
1,52,54,16,54,1,3,3,5,11,15,18,20,24,27,32,40,37,43,45,52,paaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppapppppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppaaapapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppappapappppapppppppaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppappppappapppapppaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppapppappppppapppppppaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppappppapappppppppaaaaaaaaaaappppppppppppppppppppppppppppppppppapaaaaapapaaaaaaaaaappppppppppppppppppppppppppppppppppapapaaapppppppaaaaaappppppppppppppppppppppppppppppppppapapapappppppappaaaappppppppppppppppppppppppppppppppppapappppppppppppppppp
1,53,67,16,67,2,2,3,5,8,14,16,21,27,29,36,41,45,52,54,59,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppappaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppappapppppapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppapppppppaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppapppppppppappppppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppapaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppapppaaaappppppppaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppapppaaapppppppaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppapppppappppapppppaappppppaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppppppppppppapppaapppppaaaaaaaaaaaapppppppppppppppppppppppppppppppppppppappppppppapaapappapppppaaaaaaapppppppppppppppppppppppppppppppappppppppppppppppappapaaaappappppppp
1,54,61,16,61,3,3,4,9,16,15,22,26,26,30,30,34,44,51,53,55,pppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapappapppppapaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppappppappaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppapppppppappapppapappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppappapppppaaaappappaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppappaaaapappppaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppapaapapapaaappaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppapappppappapaappaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppappppppppaapppppppaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppppapappppappppppppppaaaaaaapppppppppppppppppppppppppppppppppppppppppppappapppapappppaaaapppppppppppppppppppppppppppppppppppppppappppppaapappapppapppp
1,55,62,16,62,2,4,5,8,11,16,21,23,27,29,33,39,43,54,54,56,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapapaapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappaappappaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppaapppappapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppapppppapapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppapppppppapaapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppapppppppaaappppapappppaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppappppapapaaappppaaaaaaaaaaaaaaaaaaaaaaapppppppppppppappppppppppppppppappappappppppaaaaaaaaaaaaaaaaaaapppppppppppppapppppppppappppppppppppapappppppppaaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppppppppppappppppppppppaaaaaaappppppppppppppppppppppppppppppppppppppppppappppppapapaappppaaappppppppppppppppppppppppppppppppppppappppppppppppppapapaapappp
1,56,66,16,66,3,4,7,12,12,14,24,26,31,36,36,44,47,49,55,59,pppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppapapappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapppapapaapappappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppapapaapaapaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapppapapappappappaapppppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppapapppppappaappapappaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppapppppappapppapaapappppapppppaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppapppppappaapppppppappppapppapppppaaaaaaaaaaaaaaaaaaaaaaappppppppppapppppappaappppapppppppapppppaaapppaaaaaaaaaaaaaaaaaaaaappppppppppapppppappappppppppppppppppppppappaapppppaaaaaaaaaaaaaaaappppppppppapppppapppppppppppppppppppppppapppaapaapppppaaaaaaaaaaaappppppppppppppppappappppppppppppppppppppapppaapaapappappppaaaaaaaappppppppppppppppappapppppppppppppppppppppppppppappappaapaapppppaaapppppppppppppppppppppppppppppppppppppppppppppappppppppapapaaaapppp
1,57,71,16,71,1,3,7,10,10,20,20,25,31,29,32,43,43,55,55,64,paaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaappaapppappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppapppppappppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapapppppppppppaaapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppapppppppppppaaapappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapppppppppppaaapapppaapaapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapppppppppppaapppppapaaaaapapaappappaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapppppppppppapppapppaaaaaappppappaaapppaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppaaaapppapppppppppapppppaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppapapppapppppppppppapaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppapppppppppppappppapppappppppppppaaaaaaaaaaaapppppppppppppppppppppppppppapppppppppppppppppappppapaaaaapapppppaaaaaaapppppppppppppppppppppppppppapppppppppppppppppappapppppaaappppppappppppp
1,58,69,16,69,2,7,5,10,14,13,22,26,32,37,41,43,47,57,56,61,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppapaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapppappaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappapapppappapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapppapppapppappapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppapapppppapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppapppppppppaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppappppaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppppapaaapppppaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppapappaaapaappppppaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppppapapappaapppapappppaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppppapppppppppppaaapapapppppppppaaaaaapppppppppppppppppppppppppppppppppppapppppppppppppappaaaaapaaaapppppaappppppppppppppppppppppppppppppppppppppppppppppppaappaapppppapapppaapp
1,59,75,16,75,2,2,9,12,13,13,23,26,30,39,46,47,52,57,60,68,ppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaappappapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapaaaappppappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaapaapaapapppppapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappapappapppppappappppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppapppppppaapppaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppapppppappapppppapppaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppapppppappppppppppppappaapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppappppppppapppppppppaapapppppppppppppppppaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppppppppppppaapppappppaaaapapapppppaaaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppppppapppppppppaapppaapppapppaaaaaaaaaaaaaaaaappppppppppppppppppppppppppppppapppppppppppppaapppaapppappappppppaaaaaaaaaaappppppppppppppppppppppppppppppppppppppppppppaapppaappppppaapaappppppaaaaaaappppppppppppppppppppppppppppppppppppppppppppaappppapppppppapapppapapppppppp
1,60,56,16,56,1,6,7,9,13,15,20,23,24,31,33,37,41,40,48,51,paaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppappaapaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapppapppaappaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppappppppppappppaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppppppppppppppappapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppapppppppppapaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppapapppppppppaaaaaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppapppppapaappppaaaaaaaaaaaaaaaaaaapppppppppppppppppppppppapppppppappapppppaaaaaaaaaaaaaaaapppppppppppppppppppppppappppppppppappppappppaaaaaaaaaaaapppppppppppppppppppppppapppppppppppppaappppaaaaaaaaaaaaapppppppppppppppppppppppappppppppppapppappppppppppppaaaaappppppppppppppppppppppppppppppppppapppapppppaappappppppp
