K,sample_ID,S,H,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
7,43,62,16,6,6,8,9,7,12,14,7,7,7,8,8,11,10,14,19,26,29,32,40,45,52,58,paaaaapaaaaapaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaapaaaapaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaapaaaaapaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapapaaapaaaaapaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaapaaaaapaaaaaaapaapaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaappaapapaaapaaaaaaapaaaaaaaapaaaaaaapaapaaaaaaapapaaaaaaaaaaaaaapaappapaapaaaaaaapaaaaaaaapaaaaaaapaapaaaaaaaaaapaaaaaaaaaaaaappapaapaapaaaaaaaaapapaaaapaaaaaaappaaaaaaaaapapappaaaaaaaappppaappppaapaaaaaaapppaaaaaapapaaaaappaaaaaaaaapaapapaaaaaaaapapppapppapapaaaaaaapppaapaaapppaaaappppppaaaaaapaaaapppaaaaaapppppappppaapaaaaaaapppaaapaappppaaapppaapaaaaaapappapaapppaaapppppappppaappaaaaaapppappaaapppaaaaappppppaaaaapapppappapaaaapppppapppppapappaaaappppapppapppaaaapppppppppaaapappapppppaaaapppppapppppapaaapaaappppppppapppppaappppppppappappppappppppaaapppppapppppapapapppppppppppppppppppappppppppappappppapppppppaapppppppppppppapppappppppppppapppppppppppppppappppppppppppppppp
7,44,73,16,11,11,15,8,8,11,9,7,7,8,7,9,10,12,16,22,24,28,35,46,46,52,68,paaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaappaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapapaaaaapaaaaaaapapaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaappaaaaaapaaaaaaapapaaaaaaaapapaaaaaapaaaaaaaaaaaaapaaaaaaappaaaaaaaaaaaaapappaaaappaaaaaapapaaaaaaaapaaaaaaaapapaaaaaaaappappaaaaaapaapaaaaaaaaaaapapaaaaapppaaaaapaaaaaaaaaappaaaaaaapaappaaaaaappapppaaaaapaaaaaaaaaaaaaapapaaaaapppaaaaapappaaaaaaapppppaaaappapapaaaaappppaapaaaapppaaaaaaaaaaaapapaaaaappaaaaaapppapaaaaaappappaaaapaaaappaaaappapppaaaaapppapaaaaaaaaaapppppaaappaaaaaapppapaaaaaapppppaaaappapappaaaapppppappaaappppapaaaaaaaaappppaaaapppaaaaapppapaaaaaapppppppaappppappppaappppppappaappppappaaaaaaaapppppaaapppppaaapppppppaaaapppppppaappppapaappapppppppapaappppapppaaaaaaapppppaaapppaappappppppapaaappppppapappppappappapppppppaapppppppppppppaaaappppppaapppapaapppppppaaaaapppppappapppppppapppppppppppppppppppppppappppppppppappppppppappppppapppppppppppppp
7,45,80,16,13,11,11,15,9,13,8,7,7,7,7,9,8,12,20,21,30,33,43,48,58,68,70,paaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaappaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapapaaaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapapaaaaaaaaaaaaapaaaapapaaaaaaaaaappaaaaaaaaapaapaaaaaaapaaaaaaaaaaaaaaappaaaaaaapapaaaaaaaaaapaaaaaaapppaaaaaaaaappppaaaaaaapapapaaaaaappaaaaaaaaaaaaapppaaaaaapppaaaaaaaaaaapapaaaappaapaaaaaaaappaapaaaaaapppaapaaaaaaapppaaaaaaaaaaapaaaaaaapppapaaaaaaaappapaaaapappaaaaaaaaappppppaaaaapapapapaaaappppapaaaaaaaaappppaaaaapppaappaaaaaappapaaaapppaappaaaaaapppppapaaaapppapaaaaaapppapppaaaaaaaapppappaaapppaaapaaaaaappapaaaappppappppaaaappppppppppapppppapaaaappppppppaaaaaaapppaaaaaapppaaaapaaaaappppaaaappppaapapppaappppppppppapppapaapppapppppppapaaaaaapppapapaappppaapapaaaappppaaaappppppppapppappppppppppppppapapppppppppppppppaaaaapppapapaapppaappaappaapppppaaapppppppppppppppppppppppapppppapppaapppppppapppppaapppppppppppppppppaapppppppapaapppppppppppppppppppppppppppppapppapppppppppppppppppppapappppppappppaapaapppppapp
7,46,67,16,12,6,7,10,10,11,11,7,7,7,7,8,10,14,18,15,26,32,38,43,46,53,62,paaaaaaaaaaapaaaaapaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaapaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaappaaaapaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaapapaaaaaaaaaapaaaaappaaaapaaaaaaaaapaaaaaaaaapaapaaaaaaaapaaaaaaaaapaaaaaaaaaaappaaaaapaaaaaapaaaaaaaappappaaaaapaaapaaaaaapappaaaaaaapaapaaaaaaaaaappaaapapaaapappaaaaaappaaapaaaapaappaaaaaappaapaaaaaapapaaaaaaaaapapaaaapaaaaappaaaaaaaappapaaaaaaaappapaaaaappaaaaaaaaapapapaaaaaaapppapapppapaapppapaaaaappapaaaaaaaaapapaaaaappppappaaaapapappppaaaapppaaappppaaappaaappaaappppaaaaaapppppaaaaaapppppaapaaapappappaaaaapppppappppapapppaapppaappapaappaappappaaaaaapppppapppaappppaapppaaapppppapppppaapppappapaappappaapaappapppppaaappppppppaaapapppppappaapppppapppppaapppaapppaappppapppaappppppaapaappppppppaaapappppppappappppppppppppppppppppapapppppappaappppppaaapappppppppapappppppppppppppppppppppppappppppppapppppappppppppppppppappppppappppp
7,47,68,16,11,6,11,9,14,7,10,7,7,8,8,7,12,12,17,22,21,27,33,41,47,51,50,paaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaappaaaaaaaaapaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaapaaaaappaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaapaaaaapaaaaaaaaappaaaaaaaaappaaaappaaaaaaaaaapaaaaaaappaaaaaaaaaaaappaaaaapaaaaaaaaaapaaaaaaaaapaaaaapapaaaaaaaaapappaaaapaaaaaaaaaaaaapapaaaaappaaaaaaapaapaaaaaaapppaaappaaaaaaaaaapppaaaaapppaaaaaaaaaaappapaaapaaaaaaaaapaaapaaaaaapapaaappapppaaaaappppaaaaapaapaaaaaaaaaapaappaappppaaaaaappaaappaaaapaapaappaapaaaaaaapapaaaaappaaaaaaaaaaaappaapaappapppaaaappapaaapaaappppaappapaaaaaaapppppaaaappaaaaaaaaaaaapppapaapappppaaaappaappappaapappaappappppaaaappppppaaappaapaaaaaaaaappappaapppppaaaaappaappappaappppaappapppapaaappppppaaapppaapppaaaaaappppppapppppappaappaappapppppppppappapppaaaaappppppppapppaaaaapppaaappppppapppppppppapppappappaappppppppapppappaappppppapppppaaaaappappapppppppppppppappppppappapppapppppappapppppappppppppaaapppapaaaaaapapppppppapppppppppp
7,48,62,16,9,11,11,4,13,8,6,7,8,7,8,9,9,15,15,20,23,37,35,45,49,46,58,paaaaaaaapaaaaaaaaaapaaaaaaaaaapaaapaaaaaaaaaaaapaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaapaaaaaaaaaaaapaaaaaappaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaapaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaappaaaaaaaaapaaaaaaaaaapaaaapaaaaaaaaaapaaaaaaapaaaaapapaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaapaaaaaaapapaaaapapaaaaapaaaaaaaaaaaaapaaaaaaapaaaaapaaaaaaaaaapapaaaaapaaaaappaaaaaaappaaaaaaaaapppapaaaaaaapaaappppaaaaaaaapaaaaaaapaaaaapaapaaaaaapppaaaaaaaapaaaaaaaaapppappppaaaaaaaaapaaaaaaapaaaaapaappaaaappaapaaaaaaapaaapaaaaappaaapaapppaaaaaapapaaaaapapppappappaaaappaapaaaaaappaaaapaaaapppaappapaapaaaaapappaaaapappaappapppaaappppppaaaaappppapapaaapppapppppappaaaaappppppaapapppappppapaaapppapaaaaaappppappaaaapppapppppppppaaaapppaaaaapappppppppppaaappppppppaaapppppppppaapppappppppppapaaappppppaapapppappppppppapppppapappappppppapppppppapppppppppppaapppaappapapppappppppaaapppppapaaaapppppapppaappppppppppppppapappppappppapppappppppppppppppppapppppppppppppppppappppppppppppppppppppapapppp
7,49,60,16,12,5,7,8,8,10,10,7,7,8,7,7,9,15,12,20,22,29,29,37,43,48,51,paaaaaaaaaaapaaaapaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaapaaaaapaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaapaaaapaaaaaaaapaaaaaaaapaaaaaaappaaaaaaaapaaaaaaaaaaaapaaapaaaaaapaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaapaaaapaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaappaaaaaaaaaaapaaaaapaaaapaaaaaaapaaaaaaaapaaaaaaaappaaaaaaaapapaaaaaaaaaapaaapapaaaapaaaaaaapppaaaaaapppaaaaaaapppaaaaaappaaaaaaaaaapaaaaapppaaapaaaaaaaappaaaaaaapaaaaaaapaapaaaaaappaaaaaaaaaapppaapapppaapppaaaaapppaaaaaapppaaaaaappaaaaaaaappaaaaaaaaaappppaapppaaapaapaaaapppaaaaapppppaaaaappapaaaaaapppppaaaaaaapppappppppaappaaaaaappppaaaappppapaaaappappaaaaapppaappaaaaapppaappppaaapapapaaapppppaaappppaapaaappppaaaaaappppappaaaaapppaappppppappppapaappppapaappppaapaaapppppppaaapppppppppaaapppappppppaapppppapappppppaappppaaapaappppppppaapppppppppaaappppppppppaapppppapappppappppppppapappppppppappapppppppppppppppappppppapppppppppppppappapppppapapapppppppaap
7,50,74,16,11,14,8,7,14,11,9,7,7,7,8,10,9,8,14,21,26,34,39,42,53,59,70,paaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaappaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaappaaaapaaaaaaaaappaaaaaaaaappaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaappaaaaaaaapapaaaaaappaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaapppapaaaaaaaaapppaaaaapaaaaaaaapaapaaaaaaaaaaapaaaaaaapaapaaaaapppaaaaaaaapappapaaaaaaaappppaaaapaaaaaapaapapppaaaaaappaapaaaaaapaaaaaaaappaaaaaaaaappappapaaaaaaapppppaaapaaaaaappppapaappaaaappappaaaaaapaapaaaaappppaaaaaaapppaaappppaaaappapppaapaaaaaappppapaappppaappappaaaaaappppaaaaappppaaaaaaapppppappaapaaappppppaapppaaaappppapaapaapaappappppaaaappapppaaapppppaaaaaappppppppaaaaaappppppaapaaaaaappppapapppappappapaaapppappappappappppapppaaappppppppppapaappppppaapppaaaappppapappppppappappppappappppppapappppppaapaapppppppppppapapppppppappaaaaappppappapppppppppppppppppppppppppappppppappppppppppppapppppppppppapppppppppppppppppppppppppppppppppppppppapp
7,51,54,16,5,7,9,9,12,7,5,7,7,7,7,7,9,14,12,14,20,27,29,35,35,42,48,paaaapaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaapaaaaapaaapaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaapaaapaaaapaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaapaaaaapaapaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaapaaapaaapaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaapappaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaappaaapppaappaaaaapaaaaaaaappaaaaaaaaaapappaaaaapaaaaaaapapappaaapapaaaapaaaaaaaapaaaaaaaaapaaapapaaaapaaaaaappaaapppaapaapaaapaaaaaaaappaaaaaaapaaaapaaaaaappaaaaappaaappaaapappaaappaaaaaaapppaaaaaapapaapaapaaapppaaaapppaappppappppaaapappaaaaappaaaaaaappapppaappaappapaaappppapppaappppaaapppapaaaappppaaaaapppapppapaaappaaaaapppppppppapppaaaapppappaaapppapppaappppappppppappaaaaapppppppppappppaaapapapapaapppappapppppppppappaappaapaappppappppapppappapppapappappppppapappppppppppapppaappapppppppppppppppappppapppapppppppapappppppppppappppppppppppp
7,52,62,16,11,8,9,5,10,7,12,7,7,7,7,7,11,13,16,23,19,27,32,41,41,45,54,paaaaaaaaaapaaaaaaapaaaaaaaapaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaapaaaapaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaapaaapaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaapaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaapaaapaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaappaaaaaapaaaaaaaappaaaapaaaaaaaapapaaaapapaaaaaaaaaapapaaaaaaapapaaaaappaaaaaaaaapaaappaaaaaaapapaaaapapaaaaaaaaapppaaaaaaaappaaaaaappaaaaaaappaaapppaaaaaaapaaaaaapappaaaaaaaappapaaaaaaapppaaaaappaaaaaaapppaappppppaaaapapaaaapapppaaaaaaaapppaaaaaaapppaaaaappaaaaaaaappaappppaaaaaapappaaapapaaaaaaaaappppaaaaaaappppaaaapppaaaaaappppapppppaaaaapapaaaapppaappaaaaappapppaaaaapppapaaappapaaaaapppaapppppappaapppapaapapppaappaaapppppppaaaappppappappapppaaapppaapppppapppapappppapapppaapppaappppppapppapppppaaappaapaaaapppaapppppappaapppppaapppppppapapappppppapaaapppppaapppappapaapppaappppppppaappppppappppppapppappppppppppapppppppapppappaapppppppppppppppappppppppppppppppppaa
7,53,68,16,10,8,10,10,12,7,11,7,7,7,8,10,10,13,10,21,23,37,36,40,52,57,59,paaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaappaaaaaapppaaaaaaaapapaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaappaaaaaapaapaaaaaapaaaaaaaaapaaaaaaaaaaaappaaaaaaapaaaaaaaaapaaaaaaapaapaaaapapapaaaaappaaaaaaaappaaaaaaaaaaappaaaaaapaaaaaaaaaaappaaaaaaapaaaaapaaaaaaaaapapaaaaaaapaaaaaaaaaaaapaaaaaaaapapaaaaaappappaaaapppapaaapapaaaaaaappaaaaaaaapppaaaaaaaaaappaaaappppaaaaaaapppapapaaappapaaaapppapaaaaappaaaaaaaappppaaaaaaaaappaaaaaappaapaaaappppppppaapppppaaapapppaaaaapppppaaaaappppppaaaaaaappaaaapppppppaaaapppppapapapppaaaaapappappaaappappaaaaapppppaaaaaaaappppaappppappppaapppppppaaappppapaapapppapppapppappaaaapppaaaaaaaaapppaapapppppppppaapppppppapapppppapapappppppppppappapaaapppppapppppapppapappppppppappapppppppappppppppaapppppppppapppppapppapppppppppppppppaaaappppppppppapppppppapappppppappppppppppapppppapppppppppppppppppppapaapppppppppap
7,54,66,16,8,11,11,12,8,3,13,7,7,7,7,8,7,13,11,19,23,28,30,38,47,52,60,paaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaapaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaapaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaapaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaappaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaappaaaaapaaaaaaaaaaaappaaaaaaapapaaaaaaaaappaaaaaappaapaaapaaaaaaaaapaaaaapaaaaaaaaaappaaaaaaaaapppaaaaaaaaapaaaaaaapaaaaaaappaaaaaapppaaaaappaaaaaaaaappappaaaaaapapaaaaaaaaapaaaaaaappappaapppaaaaaaappaaaaappaaapaaaaapppaaaaaaaapppppaaaaaaapapaaaaapaapppappppaaaaaapppaaaappaappaaaaappaappaaaaappppapaaaaaappapaaaappapppapppapaaaaappaaaaapppappaaaaappppapaaaaappppaapaaaaappaapaaappapppapppappaaapppaaaaapppppppaaaapppppppaaaappppapappaaappapppaappapppapppaaapaapppppaaapppppppaaaappppppapppapppppapppppappappaaappapppppppppapaappppppaappppppppppapppappppapappppaappapappppppppappapppappppppppapppppappppppppppappppppppppappppppppppppapppapppppppppppppppppppap
7,55,75,16,10,10,10,10,13,15,7,7,7,7,9,9,8,13,15,24,28,31,42,44,49,60,68,paaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaappaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaapaaaaappaaaaaapaaaaaaaaappaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaapaaaaaaaaaaapaaaaaaaaapaaaaappapaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaappapaaaaaaaaapppaaaappaaaaaaaappppaaaaaapaaaaaaaaappaaaaaaaapapaaaaaaaaaaaaaaaappaaaaaaapapaaaappaaapppaaapppaaaaaapaappaaaaapppaaaaaaapapaaaaaaaaaaappapaappaaaaaapppaaaapppapaapaaappppaaaaapaapppaaaappapaaaaaappapaaaaaaaaapppppaapaaaaaaapppaaaapppapapaaappppapaaaappapaaaaaappaaaaaaaappppaaaaaaaaapppppaappaaaaaapppppaappppappapappppaappaappapppaaaappaapaaaaapppapppaaaaaapppppapppppaaaapppppaapppaapppaapppppppaaappapapppaappappaaaaapppaaaappaaaapppppppppaappaappppapappppapppaappppapppaapappppaaaappaapppaaappppapapppaaapppppapppaapappppppppappppppppappppppppppppppppapppappaappappapppaapapppppappppppppppappapppppapappppppppppppppppppppppppppppappppappappppppappppppppppppppppppaapappppppppp
7,56,64,16,9,8,13,7,11,10,6,7,7,7,9,7,7,13,15,18,22,28,31,36,45,46,56,paaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaappaaaaaaaaapaapaaaaaapaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaappaaaaaappaaaaaaaaapaaaaaaaaapaaaaaappaaaaaaaaapaaapaaaaaapppaaaapaaaaaappaaaaaapappaaaaaaaaapaaaaaappaaaaaaaaappaapaaaaappapaaaapaaaaaappaaaaaapapapaaaaaaaapapaaaapppaaaaaaaappaapaaaaappppaappppaaaaappappaaapappappaaaaaapaaaaaapppaaaaaaaappaaaaaaaapappaappppppaaapppaapaappppaaaaaaaaapappaaapppaaaaaaaappapapaaaappppaappppaaaaapppapaaappppaaapaaaaappaapaapppppaaaaaappappppaaapapppappppppaaapppapaaappppaapappaaapppappapppaapaaaaappapppaaaapppppapppppappapppppppppppppppppapaappppaaapppaaappaaappappppaaapppppapppppppaapppppaapppppppppapapapppppappppaappaaaappppppapaapppppappppppappppppppppppppppppppaappppappapppaapapppppppppppppppppppp
7,57,69,16,12,8,11,8,6,12,12,7,7,7,7,7,11,11,18,16,24,35,40,45,51,55,59,paaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaapapaaaaaaaappaaaaaapaaaaaapapaaaaaaaapapaaaaaaaaaappaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaapaaaaaapppaaaaaaaappaaaaaaaaaaappaaaaaaaaaapppaaaappapaaaaaaaapppaaaapaaaaaappaaaaaaaaaapapppaaaaaaappaaaaaaaaaappapaaapapaaaaaaaappaaaaaapaaaaaaapppaaaaaaappapaaaaaaaaapppaaaaaaaaappppaaappaaaaaaaaapppaaaaappaaaappppapaaaaaaapappppaaaaappppppppaaaapppapaaappappaaaaaapppapaaappaaaaapppaappaaaappppppppaaaappppaaapaaaapppapaaappppapaaaaapppppaaappppaappppppappaaappppppapppaapppppaapaaaappppppaapppppaaaaaapppppppappapaappppppapppaappppppappapappppppapppaapppppppappappapppaappppppaappappappppppaapppapppppppppaaappppppapappapppppppapppppapppaapppppaaappapppppppppappppppppppppppaapppppppapapppppppppapppppppppapppppppaapppapapppppppapppppppppppppppap
7,58,74,16,13,10,13,8,10,8,12,7,7,7,8,7,11,13,15,22,26,36,37,46,53,60,69,paaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaappaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaappaaaaaaaaappaaaaaaaapappaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaapappaaaaaapaaapaaaaaaaapaaaaaaappaaaaaaaapapaaaaappaaaaaaaaaapaapaaaaaaaaappaaaaaaaaaapaapaaaaaaaappaaaaappaaaaaaaappaaaaaapappaaaaaaaapaaappaaaaaaappaapaaaaapapappaaaaaaappaaaaaapppaaaaaaapppaaaaappaappaaaaaapaappapaaaaaappppppaaaapappapaaaaaaappppaaaappapaaaaaapppaaaaappaaaaaaaaaapaapappaaaaaappppppaaaappppapppaaaaapppapaaapppappppaapppaaaaappaapppaaaaapppppppppaaaappppaaaaaapppappappaaaappppaaaappaaaaapaappppaaaapppppaapaaaappppppppapaaappppaaaaaapppppppaapaaapppaappappppppppaapppapaaappppppppaaaappppppppaapaapppppapppapppppppppppaappppaapapppppapapapppppaaappppappppaaappppppppppapappppppppaappppppppapppapppppapappppppppaappppppaappppppppppaappppppppppaappppppppppppppppppppppappppppapppppppppppppppppppppppppppppapp
