K,sample_ID,S,H,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
3,44,69,16,25,22,22,3,4,7,9,10,12,17,24,26,27,33,36,46,56,59,63,paaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapappapaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaappappaaaaaaaaaaaaaaaaaappppaapaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapppppaaapaaaaaaaaaaaaaaaappppppaaaaaaaaaaaaaaaappapppaaaaaaaaaaaaaaaapppppaappppppaaaaaaaaaaaappppppppaaaaaaaaaaaaaappapppaaaaaaaaaaaaaaaappppppaaaaapppaaaaaaaaaaappppppaappppaaaaaaaaaappapppppaaaaaaaaaaaaaappppppppaaappapaaaaaaaaaappppppaaappapaaaaaaaaapppppppaaaaaaaaaaaaaaapppppppppaappaappaaaaaaaappppppaaapppappaaaaaaapppppppappaaaaaaaaaaaappppppppppppppapappaaaaaapppppppaapppaaaaaaaaaapppppppaaappaaaaaaaaaappppppppppppppapapppaaaaappppppapppppapappaaaaapppppppppapppppaaaaaaappppppppppppppppapppppaaappppppppppppppapppppaapppppppppappapappppaaappppppppppppppapapppppppappppppppppppppppppapppppppppppppppppaaapapaappppppppppppppappppppappppppppppppppppppppppppappppppppppppppaappappp
3,45,70,16,23,24,23,3,3,3,5,12,12,19,22,26,31,38,44,49,58,57,61,paaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaappppppaaaaaaaaaaaaaaaapppapaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaaaaappppapppaaaaaaaaaaaaaaappapappaaaaaaaaaaaaaaaaapappppppaaaaaaaaaaaaaaapppppapappaaaaaaaaaaaaappapappppaaaaaaaaaaaaaaappppappapaaaaaaaaaaaaaapppapapppaaaaaaaaaaaaaappapappappaaaaaaaaaaaaaappppppppppppaaaaaaaaaaapppppappppppaaaaaaaaaaappapapppppppaaaaaaaaaaaapppppppaapaappaaaaaaaaapppppappppappaaaaaaaaaappappppppapapaaaaaaaaaaappppppppapppppppppaaaaapppppppppppaapppaaaaaaappppappppppappppaaaaaaaappppppppapppppappapaaaappppppppppapaapppppaaaappppappppppapppppaaaaaaappppppppppppppappappaaappppppppppppaappppppppappppappppppappppppppaaaappppppppppppppappppppaappppppppppppaappppppaapppppappppppapppppaaapppappppppppppppppappappppappppppppppppaapppppapappppppppppppappppppapaaapppppppppppppppppppppppp
3,46,71,16,17,27,27,3,3,5,7,12,10,24,25,28,34,32,43,42,51,55,64,paaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaappapppaaaaaaaaaaapaappppaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaappappaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaapppppppaaaaaaaaaappapppapppppaaaaaaaaaaaaaaapappppppaaaaaaaaaaaaaaaaaaappppapppaaaaaaaaappappappaappppaaaaaaaaaaaaapapppppappaaaaaaaaaaaaaaaaappppppppaaaaaaaaappapppppapppaapaaaaaaaaaaaapappppppppaaaaaaaaaaaaaaaaappppapppppaaaaaaappppppppapppappppaaaaaaaaaapapppppppppaaaaaaaaaaaaaaaappppppppapaaaaaaappppppppppppaapaapaaaaaaaaapappppppppaaaaaaaaaaaaaaaaapppppppppppaaaaaappppppppappppappppaaaaaaaaappppppppppappppppaaaaaaaaaappppppppppapaaaaappppppppppppaapapaaaaaaaaaappppppppppappaapppppaaaaaaappppppppppappaaaapppppppppppppppppppppaaaaaapppppppppppppppppaaapaaaaaappppppppppapppaaapppppppppppppappppaaappppaappppppppppppppppppaaapppaaappppppppppappppppppppppppppppppppppaapaapappppppppppppppppppppapppppppp
3,47,59,16,18,20,21,3,3,4,8,9,13,17,18,28,26,34,35,38,41,49,54,paaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapppaappaaaaaaaaaaaaapaaappaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaapppppappaaaaaaaaaaaapaaapapaaaaaaaaaaaaaappappaaaaaaaaaaaaapppapppappaaaaaaaaaapaappappaaaaaaaaaaaaapapapaaaaaaaaaaaaapppppppaaappaaaaaaaapaaapapapppaaaaaaaaaappppppppppaaaaaaaapppppppaapapppaaaaaapppapappapaaaaaaaaaaapppppapaappaaaaaaapppppppaappaaappaaaapapappppapaaaaaaaaaaappppppaappappaaaaapppppppapppppappaaaappppppppappaaaaaaaaaapppppppaaaaaapaaaapppppppppppppappaaaappppppppapapppaaaaaaapppppppaaaaaapaaaapppppppapppppppppaaappppppppppaapapppaaaapppppppappaaappppapppppppppppppppppaaapppppppppppaaaaaaaaaapppppppaapaaappapppppppppppppppapppppapppppppppppapapppppppppppppppppaapppapppppppppppppppppppppppppppppppppapappppppp
3,48,61,16,21,24,16,4,5,5,9,9,10,19,20,24,31,37,40,48,50,52,57,ppaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaappapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaappapppaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaappapaaaaaaaaaaaapappppaaaaaaaaaaaaaaapppppappppaaaaaaaaaaaaaapappppaaaaaaaaaapppppappppaaaaaaaaaaappppappaaapaaaaaaaaaaaaapappaapaaaaaaaaapppppaapappaaaaaaaaaapppppapaapppppaaaaaaaaaapappaappaaaaaaaapppppaapappaaaaaaaaaappppppppppppappaaaaaaaaapppppppppaaaaaaappppppppppppaaaaaaaaappppppppppppaapppaaaaaaappppppppppaaaaaapppppppppppapaaaaaaaapppppppppppppppappaaaaaapppppppppappaaaappppppppppppapppaaaaapppppppppppppppppapppaaappppppppppapppaappppppppppppapppppppapppppppppppppppppappapaappppppppppapaaaappppppppppppaapppppaapppppppppppppppppppppppappppppppppapaapappppppppppppappppppapppppppppppppppppppppppapppppppppppppppap
3,49,55,16,18,20,17,4,6,5,7,6,13,18,25,25,30,31,40,44,39,46,47,paaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaapaaaaaaaaaaaapaaapaaaaaaaaaaaaaappaapaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaapppaaaaaaaaaaaapaappaaaaaaaaaaaappappappaaaaaaaaaaaappappaaaaaaaaaaaappapppaaaaaaaaaaaappppapapaaaaaaaaaaaappapppppaaaaaaaaappppppppaaaaaaaaaapppapppaaaaaaaaaaaaapppppppppppaaaaaappppppaaaaaaaaaaaappppapppppaaaaaaaaaappppppapppapaaaaappppppaaaaaaaaaaaapppppppppappaaaaaaaappppppapppppppaaapppppppaaaaaaaaaaapppppppppappaaaaaaaappppppapppappppaapppppppappppaaaaaapppppppppppappppaaaappppppappppppppaapppppppaapaappaaaapppppppppppppppapppappppppppppppppppapppppppapaaaaapaaappppppppppppppaaapapppppppapppappppapppppppppaaapappppapppppppppppppppaappappppppppppppppppappppppppapapappapppppppppppppppppaapapppppppppppppppppa
3,50,70,16,24,20,26,4,3,6,7,11,10,13,23,25,36,37,43,47,52,56,63,ppaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaappaaappaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaappapappaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaapppapapaaaaaaaaaaaaaaaaappppaaappaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaappappppppaaaaaaaaaaaaaaappppppapapaaaaaaaaaapppppppaaaaaaaaaaaaaaaaaaappappppapppaaaaaaaaaaaaappppppappappaaaaaaaapppappapaaaaaaaaaaaaaaaaaappppppppppppaaaaaaaaaaaappppppppppppppaaaaaapppppppapppaaaaaaaaaaaaaaappppppppppaappaaaaaaaaaapppppppppppppapaaaaappppppaapppppaaaaaaaaaaaaapppppppppppppppaaaaaaaaapppppppppappaappaaaappppppppppppapppaaaaaaaaaapppppppppppappapaaaaaaaapppppppppppppappppaapppppppppppppaapppaaaaaaaappppppppppppppppppaaaaaapppppppppppppapaapaapppppppppppppaapapppppaaaapppppppppppppppaaapppppapppppppppppppppppppapppppppppppppaapapaapapaaapppppppppppppppppppappappppppppppppppppppppppppppppppppppappapaappappp
3,51,70,16,27,23,20,3,5,4,6,10,9,14,20,28,24,34,46,52,58,58,63,paaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaapaapppppaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaapaapppaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaapaapppaapppaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaappappaaaaaaaaaaaaaaappppppapppppaaaaaaaaaaaaaaappapaaaaaaaaaaaaaaaaaaappaappppaaaaaaaaaaaapppppppppppappppaaaaaaaaaaappaappppaaaaaaaaaaaaaaappppaapppaaaaaaaaaaappappppppppaaapappaaaaaaaaapppapapaaaaaaaaaaaaaaaappppappaaaaaaaaaaaaapppppppppppapppaappaaaaaaaapppapapappaaaaaaaaaaaaapppppppaappppaaaaaaappppppppppppppppppappaaaaaapppppapappppppaaaaaaaaappppppppaappappppaaappppppppppppppppppappppaaaapppppapapppappppaaaaaaapppppppppppppppppaaappppppppppppppppppppapppaaapppppapappappappppppppappppppppapppappppppappppppppppppppppppappppappppppppapapppppppppaapaaappppppppapppppppppaapppppppppppppppppppppppappapppppppapppppppapaaappppppppppppppppppppppp
3,52,62,16,26,19,17,3,4,4,9,9,15,20,22,25,25,35,39,45,46,52,57,paaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaappaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaappaappaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaapapaaaaaaaaaaaaaapppppaapppaaaaaaaaaaaaaaaappappaaaaaaaaaaaaaapppaaaaaaaaaaaaaappppppaaaapppaaaaaaaaaaaaappppappaaaaaaaaaaaapppppaaaaaaaaaaaappppppppapapaaaaaaaaaaaaaappppapaaaaaaaaaaaaapppaappppaaaaaaaappppppppapapapaaaaaaaaaaaapppppppaaaaaaaaaaaappppaaapappaaaaaappppppppapappaaaaaaaaaaaaapppppppaaaaaaaaaaaapppapaappapaaaaaappppppppppppppppaaaaaaaaaapppppppppaaaaaaaaaapppppaapppppaaaaappppppppppapppppppaaaaaaaappppppppppaaaaaaaaapppppaapppppppaaappppppppppapppppaappppaaaappppppppppppaaaaaaapppppapppppppppaappppppppppapppppppaaappaaappppppppappappaaaaappppppppppppapppappppppppppppppppppapapppaappppppppppappapppaapppppppppppppppaappppppppppppppppppapppppppppppppppppappapappppppppppppppppppap
3,53,59,16,17,21,21,4,4,7,11,8,14,20,22,29,31,37,41,43,45,52,53,paaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaappapaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaapaapppaaaaaaaaaaaaaapppaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaappaaapaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaapapapapaaaaaaaaaapapaaaapppaaaaaaaaaaapppappaaaaaaaaaaaaaaapapapapaaaaaaaaaapppappapaappaaaaaaaaapppppapppaaaaaaaaaaaapppappppaaaaaaaaapppapppppaaaaaaaaaaaapppppapaapaaaaaaaaaaapapppapppppaaaaaapppapppppappaaaaaaaaapppppapppappaaaaaaaaapppppppppppaaaaaapppappppppppaaaaaaaaapppapppppaaapaaaaaaaapppppppppppppaaaapppapppppappppaaaaaaappppppppppppaaaaaaaaapppppppppppappaaapppppppppppppppaaaaaappppppppppppapaaaaaaappppppppppaapppaappppppppppppppapaaaaappppppppppppaapppaaaappppppppppppppapappppppppppppppppaaaaappppppppppppapaaapaaapppppppppppppppaapppppppppppppppppppaapppppppppppppppaaapppppppppppppppppappppppppppppppppppppapppppppppppppppppapaaap
3,54,68,16,17,26,25,3,4,4,5,9,14,14,23,21,35,37,40,49,51,55,66,paaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaappaappaaaaaaaaaaaaaaaaaaappapaaaaaaaaaaaaapapapaaaaaaaaaaaaaaaaaaaaapapppappppaaaaaaaaaaaaaaapppppaaaaaaaaaaaapapaapaaaaaaaaaaaaaaaaaaaappppaaapaapaaaaaaaaaaaaaappppaaaaaaaaaaaaapapppppppaaaaaaaaaaaaaaaaapppppppppaappaaaaaaaaaaaappapaaaaaaaaaaaaapappapaaaaaaaaaaaaaaaaaaaapppppppppppapppaaaaaaaaaappppapppaaaaaaaaapapppppapppppaaaaaaaaaaaaapppppppppapapppppppaaaaaapppppapaaaaaaaaaapapppppppppppppppaaaaaaaaapppppppppapappppaapaaaaaapppppappppppaaaaapappppppapapaaapppaaaaaaaapppppppppapapppppappaaaaapppppppppaaappaaapppppppppppppppppppaaaaaaapppppppppppapppppppapaaaapppppappppaapppaapppppppppppppappppapppaaaapppppppppppapppppppaapaaappppppppppappppaappppppppppppppppppaapppppapppppppppapappppppppaaaaappppppppppppppppppppppppppppppppppppppappapppppppppppppppppppppppppp
3,55,59,16,27,20,12,3,5,6,7,12,12,16,19,22,29,34,33,41,45,51,56,paaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaappaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaapaaappaaaaaaaaaaaaapaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaaaaappaappapppaaaaaaaaaappaaaaaaaaaapapaappaaaaaaaaaaaaaaaaaaaappaappapaaaaaaaaaaaapppaaaaaaaaappaapaapppaaaaaaaaaaaaaaaaappapppappaaaaaaaaaaappapaaaaaaaapppapapaaappppaaaaaaaaaaaaappapppaapapaaaaaaaaapppaaaaaaaaapppappppappaaaaaaaaaaaaaaaappapppapppaaaaaaaaaapppappaaaaaapppppappappppppppaaaaaaaaaappppppapppapaaaaaaaapppaaapaaaaappppppppppppppppppaaaaaaaaappppppapppaapaaaaaaappppaappaaaappppppppppppappppapaaaaaaaappppppapppaaapaaaaaappppaappaaaapppppppppppppppppaapppaaaaappppppppppappapaaaaapppppapappaappppppppppppppppppappppaaaappppppapppapaappppaappppapppappappppppppppppppppppppppapaaapppppppppppppppppppappppapppapapppppppppppppppppppappppppppppppppppppapppppppappppppppppppp
3,56,60,16,18,30,12,4,5,5,9,9,13,17,22,26,33,40,42,47,49,52,54,paaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaappaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaappppaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaapaapaaaaaaaaaaaaaaappaappaaaaaaaaaaaaaaaaaaaaaappapaaaaaaaaapapppaaaaaaaaaaaapappaaapppaaaaaaaaaaaaaaaaaaaapaappaaaaaaaappppaaaaaaaaaaaaapappaapappppaaaaaaaaaaaaaaaaaappppapaaaaaapppppppaaaaaaaaaaappppaaappppappaaaaaaaaaaaaaaaapaapapppaaaaapppppapaaaaaaaaaapppppapppppppapaaaaaaaaaaaaaaapppppppaaaaappppppaapppaaaaaaapapppappppppppappppaaaaaaaaaaappppppappaaappppppppppppaaaaaapppppapppppppppapappppaaaaaaaapppppppppaaapppppppppappaaaaaapppppapppppppppppppppppaaaaaaapppppppppaaappppppppppppppaaaapppppapppppppppppppppappaaaaaapppppppppppapppppppppppppapaaapppppppppppppppppppppppappaaaappppppppppaapppppppppppppaappapppppppppppppppppppppppapapaaapppppppppppppppppppppppppappappppppapppppppppppppppppppaappppppppppppppa
3,57,63,16,19,25,19,3,4,7,7,11,15,21,27,30,33,40,46,45,48,52,57,paaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaappaaapppaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaapaaaappaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaapappppppaaaaaaaaaappaaappaaaaaaaaaaaapppppppaaaaaaaaaaaaaaaaaapppppapppppaaaaaaaappapppppppaaaaaaaaappapapapppppaaaaaaaaaaaaappppaapaaappppaaaaapppppppaaapaaaaaaaapppppppppaappppaaaaaaaaaappppaapppaapapaaaaapppppppappppaaaaaaappapppppaappaapaaaaaaaaaappppappppapapppaaaappppppppppppaaaaaaapppppppppapppappaaaaaaaaapppppapppappppppaaappppppppppppppaaaaapppppppppappaapapppaaaaaapppppppppppppppppaappppppppppppapaaaaapppppppppapppappappaaaaaappppppppppppppppaaapppppppppppppapppaapppppppppappppppapaaaaaaappppppppppppppapapapppppppppppppppapaapppppppppappppppapppppaaappppppppppppppppaaapppppppppppppppapppppppppppppppppppappaaappppppppppppppppppppap
3,58,73,16,23,16,34,3,4,6,11,8,13,14,26,28,33,41,47,50,52,63,65,paaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaapappaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaapapaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapappaaaaaaaaaaaaaaapapaaaaaaaaaaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaappppappaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapappappppaaaaaaaaaaaaaaaaaaaaaaaaapppaappppppaaaaaaaaaaaapapapppaaaaaaaaapapppppppppppaaaaaaaaaaaaaaaaaaaaaapppppppaaapppaaaaaaaaapppapaappaaaaaaapppppppapaaappppaaaaaaaaaaaaaaaaaappppppppppapppaaaaaaaaappppapaapaaaaaaapppppppppaaapappppaaaaaaaaaaaaaaaapppppppppppppappppaaaaapppppapapaaaaaaapppppppppapaaaappapppppaaaaaaaaaaapppppppppppppppaappaaaapppppppppppaaaaapppppppppapappppaappaaapppaaaaaaaappppppppppppppppaappaaappppppppppappaaapppppppppapapppppappappaaapaaaaaaappppppppppppppppppaaaaappppppppppapaaaapppppppppapppppppappapapppapaaaaaappppppppppppppppppaapppppppppppppapppaapppppppppppappppppppppppppappppaaapppppppppppppppppppaaappppppppppppppppppppppppppappppppppppppppppapaaappp
3,59,62,16,21,21,20,4,5,4,9,7,11,15,24,29,34,38,43,48,52,55,60,paaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaaaaaappaapaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaapppaaapaaaaaaaaaaaaaaapaappaaaaaaaaaaaaapappapppaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaappppaappaaaaaaaaaaaapapppapapaaaaaaaaaaaapppppaapppaaaaaaaaaaapppppapppppaaaaaaaaappppppppppppppaaaaaaaapppapaaaappaaaaaaaaappppaappapappaaaaaaapppppppppaaaappaaaaaapppppaappapppaaaaaaaappppppppapppappaaaaapppppppppapaapappaaaapppppapppapappaaaaaaapppppapppppppppaaaaapppppppppapappapappaapppppppppppapaaaaaaaappppppppppppppppaaaappppppppppppppapppppapppppppppppppapaaaaaapppppppppppppppaaaaappppppppppppppapppppapppppppppppppappaaaaapppppppppppppppapppappppppppppppppppppppapppppppppppppppppaaaapppppppppppppppapapppppppppppppppppppppppppppppppppppppppppppppppppppppppppppapapp
3,60,61,16,18,20,23,3,4,5,6,10,13,14,21,24,29,35,39,47,48,54,57,paaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaappapaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaaappappppaaaaaaaaaaapppaaaaaaaaaaaaaaaaapapaapapaaaaaaaaaaaaaaappppaappaaaaaaaaaapaapaaaaaaaaaaaaaaaapapapaapppaaaaaaaaaaaaappppapppaaaaaaaaaapaaapppaaaaaaaaaaaaappppppappppaaaaaaaaaaaappppppppppaaaaaaaappppaapaaaaaaaaaaaaappppppapappaaaaaaaaaaaappppapppappppaaaaappappapppaaaaaaaaaaappppppppppapaaaaaaaaaaapppppappapppapaaaappppppppappaaaaaaaaappppppppppppppaaaaaaaaappppppppapppppaaaappppppppaapppaaaaaaappppppppppapppppaaaaaaappppppppppppappaaappppppppapppppaaaaaappppppppppappppppppppaappppppppppppappaaappppppppappppapppaaappppppppppppppppppaaapappppppppppppappppappppppppapppppaappppppppppppppppppppppaapppppppppppppppppppppppppppppappppppppppappppppppppppppppappappp
