K,sample_ID,S,H,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
5,44,57,16,10,17,8,11,11,5,5,6,6,10,13,10,23,22,24,28,35,37,47,45,52,paaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaappaaaaaapaaaaaaaaaapaaaaaaaaaappaaaaaaaappaaaaaaaaaaaaaaaappaaaaapappaaaaaaaaapaaaaaaaappaaaaaaaapppaaaaaaaaaaaaaaapapaaaappaapaaaaaapppaaaaaaaappaaaaaaaaapaaaaaaaaaaaaaaappaaaaaapaappaaaaaapaapaaaaaaappppaaaaaappapppaaaaaaaaaaapppaaaaapapppaaaaaapppppppaaaapppppaaaaappppaaaaaaaaaaaaapppaaaaapappaaaaaaappppppapaaappapppaaaappppaappaaaaaaaaappppaaaapapapaaaaaapppappapaaapppppaaaaappppaaaapaaaaaaaapppppaaappppppaaaaapppppppaaaapppppappaappppapppappaaaaaapppppaaapapppppaaaappppppppaaapppppaaapapppppappaapppaaaappppppaapppppappaaappppppppaaappppppaapappppppppppppppaaappppppaapppppppppaapppppppppppppppppappapppppppppppppapaappppppaapppppappapappppppppapapppppppppppppppappppppppapppppppppppppppppapapppppppppppa
5,45,52,16,12,7,9,12,12,5,5,6,9,10,14,14,19,22,37,33,33,46,47,49,47,paaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaappaaaapppaaaaaappaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaapaaaapapaaaaaaaappaaaaaaaaapppaaaaaaaaapappaaaaaaapappaaapapaaaaaapapaaaaaaaaapapppaaaaaaaappaaaaaaaaaappapaapappaaaaapppaaaaaaaaaaapppaaaaaaapppaaaaaaaaaapppaaappppaaaaappaapaaaaaaappppppaaaaaapppapaaaaaaapppaaaapppppaaaapppaaaaaaaaapppppppaaaaappppppppaaaapppppaappppppaaapppapppppaaappppppppppaapppappaapaaapppppaapppppapaappppppppaaaapapppppaappapppapapaaaaapppppaapppppaapapppppppaaaaapppppppappapppppppppppaapppppppppppppapappppppppppaappppppppppppppppppppppaappppppppppppppaapppppppppapppppppppppppppppppppppppppppppppppppppapppppppppppapappppppppppppppppppppppaapppppppppppppppapppppppppapapppppppppppp
5,46,66,16,14,17,12,11,12,5,6,6,6,7,11,17,18,25,29,31,33,35,48,52,61,paaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaapaaaaaaaaaaaaapaaaaaaaaaaaapapaaaaaaaapaaaaaaaaaappapaaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaaaaappaaaaaaaaapaappaaaaaaapppappaaaaaaaaappapaaaaaaaaaaaapapaaaaaaaaappaappaaaaapppaaaaaaaaappppapaaaaaaaapappapaaaaaaaaaaapappaaaaaaaappapaaaaaaappapaaaaaaaappppaappaaaaaapapppappaaaaaaaaappppaaaaaaaappapapaaaaapppppaaaaaaappppppppppaaaapppppppaaaaaaaaaapapaaaaaaaaappapapaaaaappppppaaaaaappppppaaaapaaappppppppaaaaaaaaapppppaaaaaaappppappaaaapppppaaaaaaappppppppapppaapppppappaaaaaaaaappppaaaaaaaappppapaaaaappppppaaaaaappppppppaaaaaapppppppppaaaaaaaappppppaaaaaappppapaaaaapppppappaaaappppppppppppaappppppppppppaaaaappppppppaaaappppppapaaappppppapppaappppppppappppappppppppaapppppaapppppppaaaaappppppppppapppppppapppappppppppppppapppppppppppppppppppppppppapppppppppppppappppppppappap
5,47,79,16,16,15,15,13,20,5,5,5,7,13,16,18,26,33,37,45,46,51,61,65,70,paaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaappaaaaaaaaaaapapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaappaapaaaaaaaaaaapaapaaaaaaaaaaapapaaaaaaaaaaaaapppaaaaaaaaaapappaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaapaaaaaaaaaaaapppppaaaaaaaaaaapapaaaaaaaaaapapapppaaaaaaaaaaaaaappppaaaaaaaaaappappaaaaaaaaaapapaapaaaaaaaaaappapaaaaaaaaaappapaapaaaaaaaaaaaappapppaaaaaaaaappppppaaaaaaaaapappaaaaaaaaaaappppappaaaaaaapppapaappaaaaaaaaaappppppapaaaaaaaapppppapaaaaaaaappppappaaaaaaaaapppppppaaaaaapppapppaapaaaaaaaaappppppaappaaaaaapppppapaaaaaaaappppappaaaaaaaapppppppaaaaaaapppppppppapaaaaaaaapppppppppappaaaapppppppaaaaaaaappppappaaaaaaaaappppppapppaaapppapppppappppaaaaapppppppppaappaaapppppappaaaaaaappppappppaaaaaappppppppaaapappppppapppapapaaaaaapppppppppapppaaappppppppppaaaaappppappaapaaaaappppppppapppaapppppppppapaaapaaaapppppppppppppppappppppppapppaaappppappaappaaaappppppppapppappppppppppppapaapppapppppppppppppapappppppppapappaapppppppaapppppappppppppppppappppppppppapppaaappppppppppppppppappppppppppapapppppppppppaappppappppppppppppppppppppppppppppppapaa
5,48,64,16,10,14,10,12,18,5,5,5,6,9,13,11,16,22,25,23,32,37,40,44,55,paaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapapaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaapppaaaaaaappaaaaaaaaaaaapaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaapapppaaaaaaaaapppaaaaaaappppaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaaapapppaaaaaaaaaaappaaaaaapapaaaaaaaaapaaaaaaaaaaaaaaaaappapaaaaaapappaaaaaaaaaappppaaaaaapappaaaaaaaapppaaaaaaaaaaaaaaappapaaaaaapapppaaaaaaaaapppppaaaaapppppppaaaaapappaaaaaaaaaaaaaappaapaaaaapppppppaaaaaaappppppaaaappppppaaaaaappaapaaaaaaaaaaaaappaapaaaaapapppapaaaaaaappppappaaappppppaaaaaappaaapaaaaaaaaaaaappaapppaaappppppaaaaaaaapppppppaaappppppapppaapppappaaaaaaaaaaaappapppappappppppppaaaaaappppppppaappppapppapaapppaapppaaaaaaaaaapppappaaappappppppppaaaapppppppapapppppppppppapppaaapappaaaaaaaappappppapapppppppapapaaapppppppppappppppppappapppaapppapppaaaaaappappppppapppppppppaapppppppppppppppppppppappppppapappapappppppp
5,49,64,16,12,14,9,15,14,5,6,6,9,9,17,20,19,26,31,40,46,46,50,54,59,paaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapppaaaaaaaaapaaaaaaaapapaaaaaaaaaaaapapaaaaaaaaaaapapaaaaaaaaapaapaaaaaaaaaappaaaaaaapaaaaaaaaaaaaaapaapaaaaaaaaaappaaaaaaaaaappppapaaaaaaaapaaaaaaaapappppaaaaaaaaappappaaaaaaaaappppaaaaaaaapappapppaaaaaapppaaaaaapapaapaaaaaaaaapaapppaaaaaaaapppaaaaaaaaapappapaapaaaaappaaaaaaapapppappaaaaaaapaaappaaaaaaaapppapaaaaaaapppppaapaaaaaappappaaaapappppaappaaaaappappapaaaaaaapppaaaaaaaaapappppapppaaaapppppaaaapapppppapppaaaappappppaaaaaaapppppppaaaaappppppapppaaaapppapaaaapapppppappppaaappppppppppaaaapppppappaaaapppppppppppaaappppppaaappppppppppappaappppppppaappaapppapppapaaappppppppppappapppppaaaapppppppppppppaappppppppaaaapappppppppappapppppppppppapapppppaaaappppppppppappaappppppppappapappppppppapaapppppppppppapppppppapaapppppppppppppaapppppppppppappppppppppaaappppppppppppppapppppppppppppppppppppppppppppppppppppa
5,50,66,16,14,12,12,19,9,5,6,8,5,9,11,22,26,31,31,40,43,49,53,54,63,paaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaapppaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaappaaaaaaaaaapappaaaaaaaapaapaaaaaaaaaaaaaaapaaaaaaaappaaaaaaaaaaaappaaaaaaaaaapapaaaaaaaaapapapaaaaaaaaaaaaaapapaaaaaappaaapppaaaaaapppppaaaaaaapapapaaaaaaapappapppaaaaaaaaaaapappaaaaappappappaaaaaapppappaaaaaappppaaaaaaaapppppaaapppaaaaaaaapappaaaaappappapppaaaaapppppaaaaaaapppppaaaaaaappppppappappaaaaaaapaaapppaappappaappaaaaapppppapaaaaappppaaaaaaaapappppapaapapaaaaaapppppppaapppppapppaaaaappppppappaaappppppaaaaaappppppappappaaaaaaappppppppapppppapppppaaappppppppapaapppppaaaaaaapppppppapppaapaaaaapppppppappppppapppaapaapppppppapappppppppaaaaaapppppppppapppppppaapppppppapppppppppppapaapppppppppaaappppppppppaappppppppppppppaaapapppppppapppppppppppapaapppppppppppappppppppppaappppppppppppapaaaaapppppppppppppppppppappppppppppppppppppppppppppppppppppppppppppaappppppppppp
5,51,61,16,9,16,14,8,14,5,5,7,6,9,11,16,18,20,26,31,33,38,46,49,57,paaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaappaaaaaaapaaaaaaaaaaaaaaappaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaapaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaappaaaaapapaaaaaaaaaaaaapaappaaaaaaaaapaaaaaaapaaaaaaaaaaaaapppaaaaaaaaappaaaaaaaaaaapapapaaaaaaaaappaaaaaapaaaaaaaaaaaaappppaaaaapaaapppaaaaaaaaaaapapppaaaaaaapaaaaaaapppaaaaaaaaaaappppaaaaappppppapaaaaaaaapaappaapaaaaaapapaaaaapaaaaaaaaaaaaappppaaaaapaapppaaaaaaaaaapapppaapppaaaapapaaaaappapaaaaaaaaaappppaaaaapappppappaaaaaaapapppaappppaaappppaaaappaapaaaaaaaaappppaaaaappppppppappaaaaapapppaapppaaaapppapaaapppapppaaaaaaappppaaaaappppppppapapaaaapppppaappppaaappppppaappppaaaaaaaaaapppppaaaappppppppppapaaaapappppappppaaapppppppappappaappaaaaappppppaaappppppppapppppaappppppppppppaapppppppapppppaapappaaapppppppaapppppppppppppapappppppappppppappppppapppppppapappaaappppppapppppppppppppppaappppppppppppppppppppppppppppapppppppp
5,52,61,16,15,9,16,12,9,5,5,5,7,8,13,16,21,20,26,34,40,40,48,50,56,paaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapapaaaaaaaaaaaaaapaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapapaaaaaaaaaaaapaaaaaaapppaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaapppaaaaaaaaaapppaaaaaappaaaaaaaaaaaaaapappaaaaaaapaaaaaaaappapaaaaaaaaaaaappaaaaaapppppaaaaaaaaaaappapapaaaaaappaaaaaaappppaaaaaaaaaaapppppaaaappppppaaaaaaaaaappapaaaaaaaapppaaaaaappappapaaaaaaaapppapaaaapppapapaaaaaaaaapaapaapaaaaappapaaaaappppppapaaaaaaapppppaaaapppppapaaaaaaaaappapppaaaaaapppaaaaaappppppaappaaaaapppppppaapppppapppaaaaaaappppppapaaaappappaaaappppppaapppaaaapppappaaapppppppaappppaaappppppppaaaapppppppaappppppaappapaaapppapppaapppppppaaapaappapppppppppaaapppppapaappppppaappppaaappppppppapppppppppppaaaaapppppppppppapppppappppppppppppppppaapppppppappppppppappppapaapppppppppppapppppapaappppppapppppppppppppppapppppppppppppppappppppppppapppppppappp
5,53,57,16,14,12,13,7,11,5,5,5,9,7,8,12,18,25,29,32,41,42,48,51,54,paaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaaappaaaaaaaaaaaaappaaaaaaaaapppaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaappaaaaappaaaaaaaaaappaaaaaaaaaaapaaappaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaapppaaaaaaaaaapppaaapaaaaappaaaaaaaaaaapaaaaaappaaaaaaaaapppaaaaaaaaaaapppappaaaaaappppaaaaaaaaapppaaaapappaaaaaaapppaaaaaaaaaaapppppppaaaaapppapppaaaaaappppaaapppppaaaaaapppapppaaaaaaappppppppaaaappppppappaaaappaaaaappapppaaaaapppappppaaaaaapppppppppaaapppppappppaaapppaaaappapapaaaaapppappppppaaaappppppppppaapppppapppapaapppppaappppppppaaappppppaapapppappppppppapaappppppappappapppapaappppppapppapppppppppppaaapppppppppppapppppppppapaappppppappppppppapppppppppppppappppppppppppaapppppppppppappppppppppppppppapapppppppppppppappppppppppapppppppppppppppppppppppppppppapp
5,54,71,16,12,12,17,14,16,5,6,6,8,8,15,15,23,30,35,40,43,53,57,61,63,paaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapppaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapppaaaaaaaaaaaaaaapaaaaaaaaaaaaaaappaaaaaaaaaapaappaaaaaaappppaaaaaaaaaapappaaaaaaaaaaapapaaaaaaaaaaaapaapapaaaaaaaaapaaappaaaaaappaapaaaaaaaaapaaaaaaaaaaaaaapappapaaaaaaaaaaappappaaaaaaaapaaapaaaaaaappppapaaaaaapapppppaaaaaaaaaapappapaaaaaaaaapappppapaaaaaaapapppppaaaaapppapapaaaaaaapappppppaaaaaaapappaapaaaaaaaapapppppppaaaaaappppppppaaaapppppapaaaaaappappapaappaaaaappppaaapaaaaaapppppppappaaaaaapppppappaaaapppapppppaaaapppppppaaapaaaaappppapappaaaaappppppppppaaaaaappppppppaaaapppapapapaaapppppppppappaaaaappppapapapaaaapppppppppppaaaaapppppppppppapppppppppaaappppppppappapaaaappppppppappaaappppppppppppaaaapppppppppaaappppppppppaappppppppppppapppappppppppapapaapppppppppppappaappppppppppapppppppppppppppppppppappppaappppppppppapppaappppppppppaapappppppppppppappppppppppapappppppppappppapapppppppppappppppppppppppppppppa
5,55,61,16,12,16,13,8,12,5,5,6,6,10,8,15,18,22,24,28,38,39,48,51,57,paaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaappaaaaaaapaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaappaaaaaaaaaaaaaapppaaaaaaaaapapaaaaapapaaaaaaaaapaaaaaaaaaaaapapaaaaaaaaaaaapaapaaaaaaaaaapaaaaaappaaaaaaaaaapapaaaaaaaaaapaappaaaaaaaaaaapaapppaaaaaappapaaaappapaaaaaaaapappaaaaaaaaapapappaaaaaaaaapppaapppaaaaappaaaaaappapaaaaaaaappppaaaaaaaaapapppppaaaaaaaapppappaapaaaappaaaaaappppaaaaaaaappapaaaaaaaaapappppaaaaaaaaappppapppapaaappappaaappppaaaaaaaapppppaaaaaaaapppppppaaaaaaaapppppppaapaaappappaaappppaaaaaaaappppapppppaaapappppppppaaaaappppppppaaaaappapppaapppppppaaaaappppaaapppaappappppppapaaaaapppppppppppaapppppppappppaapaaaaappppppppppaaapappppppappppaappppppppppapapppppppapppppppppaaapppppppppppapppppppppappaaaappppppppapappppppppppppppappppppappppppppppapppppppppppppapppppppppppppppapppppppapppppppppppp
5,56,62,16,12,10,14,14,12,6,5,6,9,10,10,17,20,21,26,27,34,45,46,50,55,ppaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaapppaaaaaaaaaaaaaappaaaaaaapappaaaaaaaapppaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaapapaaaaaaaappaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaaaapapppaaaaaaapappaaaaaaaappapaaaaaapppaaaaaaaaaaapaapppaaaaaaaapapppaaaaaaappppaaaaaaaappaaaaaaaappapaaaaaaaaaappppappaaaaaaapppppaaaaaaapppppaaaaaaappaaaaaaaappappaaaaaaaaappppapaaaaaaaapppppaaaaaaappppapaaaaaappapaaaaaappppaaaaaaaaaapppapppppaaaaappppppaaaaaapppaapaaaaaapppppaaaaappppappaaaaaaapppapppaaaaaaappppppaaaaaapppppppaaaaappppppaaaapppppappaaaaaapppapppaapaaaapppppppaaaaappppppppppaappppppppaapppppapappppaappppppppaappaapppppppaaaaapppppppppapappppppppaapppppppappppaappppppppaaappappppppapaaaapppppppppapppppppppapapppppppapppppapppapppaaaappapppppppapppppppppppppppapppppppaappppppppappppapppppppppppppppppppppppappa
5,57,58,16,11,9,10,17,11,5,6,7,7,9,17,17,24,28,32,35,40,45,48,50,55,paaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaapaaaaaaaaaapaaaaaaapapaaaaaaaaaaaaaapaaaaaaaaaaaappaaaaaaappaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapapapaaaaaaapaaaaaaapppaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaappapaaaaaapppaaaaaapppaaaaaaappapaaaaaaaaaaaaapppppaaaaaapapapaaaaaappppaaaaapppaaaaaaapaaappaaaaaaaaaaappappaaaaaapppppaaaaaapppaaaaaapppppaaaaapppaaappaaaaaaaaappppppaaaaapppppaaaaaapppapaaaappppapaaaapappapapppppaaaaapppppaaaaaappppaaaaaaappppppaaappppapaaaapppppapppapapaaaapppppppaaaappppppaaaaapppppapaappppapaaaapppppapppppapaaaappppppapaaapppppppppaapppppppaapppppppaaapppppapppppaapaaappppppaaaaapppppppaapapppppppaappppppppaapppppppppppapaaaappppppppppapppppppppppppppppppappppppaaaapppppppppppapappappppppppapappppppppppppppppppaapppppppppapppppppppppapaapappppppppappppppppppppppppppppapppppppppppppppppppppppppapppppppppappp
5,58,57,16,6,13,12,12,14,5,5,5,7,7,11,10,16,23,27,31,36,38,41,49,50,paaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaaaapaapaaaaaaaapaaaaaaaaaaaapapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaappaaaaaaaaaaappaaaapaaaaaaaaaaaapaappaaaaaaapapaaaaaaaaaapppaaaaaaaaaappaaaapaaaaaaaaaaaapaapppaaaaaapaaaaaaaaaaaappaaaaaaaaaaappaaaappaaaaaaaaaaapppppapaaaaapappaaaaaaaapppaaaaaaaaaaappaaaappppaaaaaaaaapppppapaaaaappapppaaaaaappppppaaaaaaaapppaaappappaaaaaaaapppppppppaaappapppppaaaaapppaapaaaaaaappppaappapaaaaaaaaapppppppppaaappppppppaaaapppppappaaaaaappppaappapppppaaaaapppppappppaapppppppppaaapppppaappaaaaappppaappapppaappaaappppppppppaappppppppaaaapppppappappaaappppaappapppappppaapppppppppppappppppppapaapppppappapaaaapppppappapppapppppappppppppppppppppppppappapppppapppppppappppapppppppappppapppppppppppaappppppppappppppppapppppppp
5,59,68,16,13,15,17,9,14,5,5,5,7,8,8,15,17,20,27,36,38,42,50,53,59,paaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapappaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaapaapaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaappaaaaaaaaaaapppaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaaapppppaaaaaaaaaapapppaaaaaaaaaaaappaaaaaaappaaaaaaaaaaaappapaaaaaaaaaaapppppaaaaaaaapaapapaaaaaaaaaaappaaaaaaapapppaaaaaaaaappapaaaaaaaaappppppapppaaaaappppaaaaaaaaaaaaappaaaaaaappaaaaaaaaaaaappapppaaaaaaapappppaaapppaaappapaappaaaaaaaaapppaaaaaappaappppaaaaaapppppapppaaaappppppppapaaaaappppappppppaaaaaappapaaaaappapppaapaaaaappppaaappaaaappppppapapappaappppappppppaaaaaappaappaaappppppaappaaaappppppapapaaappppppppapapppappppappppppaaaaaappaapaaaappppppaapppaaappppaaapaapaappppppppappppapppppapppappppppaappapppppappppppapappppappppppapppppappppppppappppppppppapppppppppapappappapaappapppapappapapppppaappppppppppppppapapppappppppppppppaaappppppppppppppppppppppapp
5,60,70,16,16,16,13,15,10,5,5,6,7,9,12,18,18,20,30,38,42,42,44,48,57,paaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapppaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapapaaaaaaaaaaaapaaaaaaaaaaaaaapppaaaaaaaaaaappaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaaaaappppaaaaaaaaaaaappapaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaapppaaaaaaaaaaaappppaaaaaaaaaaaappaappaaaaaaappppaaaaaaaaaaapappaaaaaaapppapaaaaaaaaaappppppaaaaaaaaaappapappaaaaaaapaaaaaaaaaaaaapapaaaaaaaapppaaaaaaaaaaaapppappaaaaaaaaaappapppapaaaaappppaaaaaaaaaaapapaaaaaaappppaappaaaaaaaappppppaaaaaaaaaappapppappaaaappppppppaaaaaaapapapaaaaapppppappaaaaaaaappppapppppaaaaaappppppapapppapppppapapaaaaaapppppaaaaapppppapppaaaaaaapppppppppapaaaaappapppppapapppppppapaapaaaaapppppppaaapppppappaaaaaaaappppppapppppaaaappppppppaaapapppppapappppaaapppppaaaaapppppappapaaaaaappppppapppaapaaappppppppppapppppppapaappapaapppppaaaaapppppappaappppaappppppppppaapaaappppppppapapppppppapapapaapapppppaapaappppppppaapaaapppppppppppppappppppppppppppppapppppppaappaapppppppapapp
